rep	ct0	ct1	ct2	ct3	ct4	selected	convergent	rel_conv
8737	5513	59	0	0	0	59	0	0
8738	5549	57	1	0	0	58	1	0.017241379310344827
8739	5513	53	2	0	0	55	2	0.03636363636363636
874	5546	54	3	0	0	57	3	0.05263157894736842
8740	5515	48	0	0	0	48	0	0
8741	5485	64	5	0	0	69	5	0.07246376811594203
8742	5530	52	4	0	0	56	4	0.07142857142857142
8743	5514	44	2	0	0	46	2	0.043478260869565216
8744	5569	44	2	0	0	46	2	0.043478260869565216
8745	5550	54	1	0	0	55	1	0.01818181818181818
8746	5530	52	1	0	0	53	1	0.018867924528301886
8747	5538	57	0	0	0	57	0	0
8748	5567	70	2	0	0	72	2	0.027777777777777776
8749	5513	59	2	0	0	61	2	0.03278688524590164
875	5536	50	0	0	0	50	0	0
8750	5522	69	1	0	0	70	1	0.014285714285714285
8751	5576	63	1	0	0	64	1	0.015625
8752	5566	45	2	0	0	47	2	0.0425531914893617
8753	5498	54	0	0	0	54	0	0
8754	5551	54	2	1	0	57	3	0.05263157894736842
8755	5568	60	0	0	0	60	0	0
8756	5580	43	3	0	0	46	3	0.06521739130434782
8757	5533	60	4	0	0	64	4	0.0625
8758	5542	58	1	0	0	59	1	0.01694915254237288
8759	5557	64	2	0	0	66	2	0.030303030303030304
876	5529	47	5	0	0	52	5	0.09615384615384616
8760	5526	57	2	0	0	59	2	0.03389830508474576
8761	5533	50	1	0	0	51	1	0.0196078431372549
8762	5525	44	0	0	0	44	0	0
8763	5560	46	2	0	0	48	2	0.041666666666666664
8764	5541	54	2	0	0	56	2	0.03571428571428571
8765	5545	49	2	0	0	51	2	0.0392156862745098
8766	5534	48	2	0	0	50	2	0.04
8767	5512	53	2	0	0	55	2	0.03636363636363636
8768	5523	44	2	0	0	46	2	0.043478260869565216
8769	5499	51	1	0	0	52	1	0.019230769230769232
877	5575	42	2	0	0	44	2	0.045454545454545456
8770	5520	39	1	0	0	40	1	0.025
8771	5521	48	1	0	0	49	1	0.02040816326530612
8772	5588	65	0	0	0	65	0	0
8773	5494	61	0	0	0	61	0	0
8774	5537	63	2	1	0	66	3	0.045454545454545456
8775	5524	62	5	0	0	67	5	0.07462686567164178
8776	5500	69	1	0	0	70	1	0.014285714285714285
8777	5500	53	2	0	0	55	2	0.03636363636363636
8778	5572	44	1	0	0	45	1	0.022222222222222223
8779	5487	53	0	0	0	53	0	0
878	5523	56	2	0	0	58	2	0.034482758620689655
8780	5504	54	3	0	0	57	3	0.05263157894736842
8781	5578	54	0	0	0	54	0	0
8782	5543	55	0	0	0	55	0	0
8783	5506	63	0	0	0	63	0	0
8784	5550	45	2	0	0	47	2	0.0425531914893617
8785	5549	53	0	0	0	53	0	0
8786	5560	45	3	0	0	48	3	0.0625
8787	5494	50	3	0	0	53	3	0.05660377358490566
8788	5520	59	4	0	0	63	4	0.06349206349206349
8789	5537	47	2	0	0	49	2	0.04081632653061224
879	5527	56	0	0	0	56	0	0
8790	5545	63	2	0	0	65	2	0.03076923076923077
8791	5559	43	3	0	0	46	3	0.06521739130434782
8792	5535	47	3	0	0	50	3	0.06
8793	5548	51	1	0	0	52	1	0.019230769230769232
8794	5563	57	2	0	0	59	2	0.03389830508474576
8795	5511	60	1	0	0	61	1	0.01639344262295082
8796	5530	55	1	0	0	56	1	0.017857142857142856
8797	5529	46	2	0	0	48	2	0.041666666666666664
8798	5536	66	3	0	0	69	3	0.043478260869565216
8799	5550	62	3	0	0	65	3	0.046153846153846156
88	5510	43	5	0	0	48	5	0.10416666666666667
880	5568	53	2	0	0	55	2	0.03636363636363636
8800	5539	51	1	0	0	52	1	0.019230769230769232
8801	5554	51	0	0	0	51	0	0
8802	5517	65	2	0	0	67	2	0.029850746268656716
8803	5545	65	6	0	0	71	6	0.08450704225352113
8804	5570	54	0	0	0	54	0	0
8805	5525	59	1	0	0	60	1	0.016666666666666666
8806	5536	58	2	1	0	61	3	0.04918032786885246
8807	5528	61	1	0	0	62	1	0.016129032258064516
8808	5543	57	0	0	0	57	0	0
8809	5541	57	3	0	0	60	3	0.05
881	5517	56	0	0	0	56	0	0
8810	5564	53	1	0	0	54	1	0.018518518518518517
8811	5546	66	2	0	0	68	2	0.029411764705882353
8812	5513	39	1	0	0	40	1	0.025
8813	5529	50	1	0	0	51	1	0.0196078431372549
8814	5545	46	0	0	0	46	0	0
8815	5535	60	2	0	0	62	2	0.03225806451612903
8816	5535	62	1	1	0	64	2	0.03125
8817	5534	52	2	0	0	54	2	0.037037037037037035
8818	5564	45	1	0	0	46	1	0.021739130434782608
8819	5553	53	1	0	0	54	1	0.018518518518518517
882	5530	57	2	0	0	59	2	0.03389830508474576
8820	5507	43	0	0	0	43	0	0
8821	5525	65	0	0	0	65	0	0
8822	5552	50	4	0	0	54	4	0.07407407407407407
8823	5533	69	0	0	0	69	0	0
8824	5540	49	2	0	0	51	2	0.0392156862745098
8825	5523	57	1	0	0	58	1	0.017241379310344827
8826	5517	67	3	0	0	70	3	0.04285714285714286
8827	5543	55	2	0	0	57	2	0.03508771929824561
8828	5529	54	0	1	0	55	1	0.01818181818181818
8829	5585	58	2	0	0	60	2	0.03333333333333333
883	5546	57	3	0	0	60	3	0.05
8830	5543	45	3	0	0	48	3	0.0625
8831	5544	56	1	0	0	57	1	0.017543859649122806
8832	5539	49	1	0	0	50	1	0.02
8833	5487	59	3	0	0	62	3	0.04838709677419355
8834	5516	56	2	0	0	58	2	0.034482758620689655
8835	5482	49	2	0	0	51	2	0.0392156862745098
8836	5529	53	3	0	0	56	3	0.05357142857142857
8837	5547	54	1	1	0	56	2	0.03571428571428571
8838	5546	50	2	0	0	52	2	0.038461538461538464
8839	5542	54	2	0	0	56	2	0.03571428571428571
884	5526	56	0	0	0	56	0	0
8840	5555	56	4	0	0	60	4	0.06666666666666667
8841	5497	62	1	0	0	63	1	0.015873015873015872
8842	5524	67	3	0	0	70	3	0.04285714285714286
8843	5543	46	2	1	0	49	3	0.061224489795918366
8844	5559	36	2	0	0	38	2	0.05263157894736842
8845	5515	55	4	0	0	59	4	0.06779661016949153
8846	5554	53	2	0	0	55	2	0.03636363636363636
8847	5534	64	1	0	0	65	1	0.015384615384615385
8848	5547	48	0	0	0	48	0	0
8849	5567	50	2	0	0	52	2	0.038461538461538464
885	5528	53	1	1	0	55	2	0.03636363636363636
8850	5502	53	2	0	0	55	2	0.03636363636363636
8851	5566	46	3	0	0	49	3	0.061224489795918366
8852	5579	57	3	0	0	60	3	0.05
8853	5535	48	1	0	0	49	1	0.02040816326530612
8854	5530	47	0	0	0	47	0	0
8855	5512	52	1	0	0	53	1	0.018867924528301886
8856	5510	78	2	0	0	80	2	0.025
8857	5541	67	0	0	0	67	0	0
8858	5530	49	0	0	0	49	0	0
8859	5516	48	4	0	0	52	4	0.07692307692307693
886	5552	57	0	0	0	57	0	0
8860	5518	44	2	0	0	46	2	0.043478260869565216
8861	5551	60	3	0	0	63	3	0.047619047619047616
8862	5522	58	2	0	0	60	2	0.03333333333333333
8863	5536	57	4	0	0	61	4	0.06557377049180328
8864	5524	69	1	0	0	70	1	0.014285714285714285
8865	5570	50	4	0	0	54	4	0.07407407407407407
8866	5521	63	4	0	0	67	4	0.05970149253731343
8867	5549	61	1	0	0	62	1	0.016129032258064516
8868	5496	48	2	0	0	50	2	0.04
8869	5507	61	1	0	0	62	1	0.016129032258064516
887	5542	55	2	0	0	57	2	0.03508771929824561
8870	5517	57	1	0	0	58	1	0.017241379310344827
8871	5558	39	0	0	0	39	0	0
8872	5522	64	4	0	0	68	4	0.058823529411764705
8873	5554	47	2	0	0	49	2	0.04081632653061224
8874	5523	57	3	0	0	60	3	0.05
8875	5513	53	0	0	0	53	0	0
8876	5560	57	0	0	0	57	0	0
8877	5547	53	1	0	0	54	1	0.018518518518518517
8878	5539	53	2	0	0	55	2	0.03636363636363636
8879	5506	57	3	0	0	60	3	0.05
888	5531	53	0	0	0	53	0	0
8880	5538	63	2	0	0	65	2	0.03076923076923077
8881	5538	57	2	0	0	59	2	0.03389830508474576
8882	5521	47	5	0	0	52	5	0.09615384615384616
8883	5519	55	1	0	0	56	1	0.017857142857142856
8884	5529	62	2	0	0	64	2	0.03125
8885	5548	54	1	0	0	55	1	0.01818181818181818
8886	5499	46	1	0	0	47	1	0.02127659574468085
8887	5509	52	0	0	0	52	0	0
8888	5519	54	0	0	0	54	0	0
8889	5570	54	5	0	0	59	5	0.0847457627118644
889	5541	48	0	0	0	48	0	0
8890	5532	54	1	0	0	55	1	0.01818181818181818
8891	5539	70	0	0	0	70	0	0
8892	5581	51	1	0	0	52	1	0.019230769230769232
8893	5521	56	4	0	0	60	4	0.06666666666666667
8894	5537	54	2	0	0	56	2	0.03571428571428571
8895	5551	55	2	0	0	57	2	0.03508771929824561
8896	5536	64	1	0	0	65	1	0.015384615384615385
8897	5525	60	0	0	0	60	0	0
8898	5543	55	1	0	0	56	1	0.017857142857142856
8899	5529	40	1	0	0	41	1	0.024390243902439025
89	5493	56	4	0	0	60	4	0.06666666666666667
890	5522	39	1	0	0	40	1	0.025
8900	5509	35	1	0	0	36	1	0.027777777777777776
8901	5561	56	1	0	0	57	1	0.017543859649122806
8902	5524	55	2	0	0	57	2	0.03508771929824561
8903	5507	56	1	0	0	57	1	0.017543859649122806
8904	5538	58	3	0	0	61	3	0.04918032786885246
8905	5512	66	1	0	0	67	1	0.014925373134328358
8906	5532	51	1	0	0	52	1	0.019230769230769232
8907	5538	49	1	1	0	51	2	0.0392156862745098
8908	5563	53	1	0	0	54	1	0.018518518518518517
8909	5545	49	2	0	0	51	2	0.0392156862745098
891	5525	52	0	0	0	52	0	0
8910	5557	42	1	0	0	43	1	0.023255813953488372
8911	5534	48	1	0	0	49	1	0.02040816326530612
8912	5502	43	2	0	0	45	2	0.044444444444444446
8913	5564	49	2	1	0	52	3	0.057692307692307696
8914	5557	71	1	0	0	72	1	0.013888888888888888
8915	5532	57	4	0	0	61	4	0.06557377049180328
8916	5530	61	2	0	0	63	2	0.031746031746031744
8917	5539	48	2	0	0	50	2	0.04
8918	5509	64	2	0	0	66	2	0.030303030303030304
8919	5479	56	3	0	0	59	3	0.05084745762711865
892	5501	62	2	0	0	64	2	0.03125
8920	5538	50	1	0	0	51	1	0.0196078431372549
8921	5532	53	2	0	0	55	2	0.03636363636363636
8922	5529	62	3	0	0	65	3	0.046153846153846156
8923	5533	57	0	0	0	57	0	0
8924	5540	46	0	0	0	46	0	0
8925	5526	58	1	0	0	59	1	0.01694915254237288
8926	5482	64	0	0	0	64	0	0
8927	5527	59	0	0	0	59	0	0
8928	5524	60	3	0	0	63	3	0.047619047619047616
8929	5521	55	2	0	0	57	2	0.03508771929824561
893	5537	61	1	0	0	62	1	0.016129032258064516
8930	5536	45	1	0	0	46	1	0.021739130434782608
8931	5519	58	2	0	0	60	2	0.03333333333333333
8932	5558	58	2	0	0	60	2	0.03333333333333333
8933	5538	58	0	0	0	58	0	0
8934	5566	59	3	0	0	62	3	0.04838709677419355
8935	5554	69	2	0	0	71	2	0.028169014084507043
8936	5521	64	0	0	0	64	0	0
8937	5533	67	0	0	0	67	0	0
8938	5561	45	0	0	0	45	0	0
8939	5556	43	2	0	0	45	2	0.044444444444444446
894	5530	79	0	0	0	79	0	0
8940	5540	51	1	0	0	52	1	0.019230769230769232
8941	5525	57	0	0	0	57	0	0
8942	5557	43	2	0	0	45	2	0.044444444444444446
8943	5559	40	2	0	0	42	2	0.047619047619047616
8944	5480	68	3	0	0	71	3	0.04225352112676056
8945	5529	58	1	0	0	59	1	0.01694915254237288
8946	5505	54	1	0	0	55	1	0.01818181818181818
8947	5523	50	5	0	0	55	5	0.09090909090909091
8948	5524	63	2	0	0	65	2	0.03076923076923077
8949	5545	57	5	0	0	62	5	0.08064516129032258
895	5494	51	2	0	0	53	2	0.03773584905660377
8950	5541	39	1	0	0	40	1	0.025
8951	5572	53	2	0	0	55	2	0.03636363636363636
8952	5515	47	2	0	0	49	2	0.04081632653061224
8953	5529	45	2	0	0	47	2	0.0425531914893617
8954	5512	62	3	0	0	65	3	0.046153846153846156
8955	5526	50	2	0	0	52	2	0.038461538461538464
8956	5582	58	1	0	0	59	1	0.01694915254237288
8957	5551	42	1	0	0	43	1	0.023255813953488372
8958	5528	54	2	0	0	56	2	0.03571428571428571
8959	5552	60	3	0	0	63	3	0.047619047619047616
896	5525	54	3	0	0	57	3	0.05263157894736842
8960	5533	61	3	0	0	64	3	0.046875
8961	5492	56	1	0	0	57	1	0.017543859649122806
8962	5533	50	4	0	0	54	4	0.07407407407407407
8963	5510	51	1	0	0	52	1	0.019230769230769232
8964	5552	52	0	0	0	52	0	0
8965	5581	59	4	0	0	63	4	0.06349206349206349
8966	5550	62	1	0	0	63	1	0.015873015873015872
8967	5504	48	3	0	0	51	3	0.058823529411764705
8968	5550	45	1	0	0	46	1	0.021739130434782608
8969	5499	43	4	0	0	47	4	0.0851063829787234
897	5525	54	2	0	0	56	2	0.03571428571428571
8970	5527	56	1	0	0	57	1	0.017543859649122806
8971	5539	46	1	0	0	47	1	0.02127659574468085
8972	5546	50	1	1	0	52	2	0.038461538461538464
8973	5555	65	0	0	0	65	0	0
8974	5546	69	1	0	0	70	1	0.014285714285714285
8975	5532	58	2	0	0	60	2	0.03333333333333333
8976	5529	57	2	0	0	59	2	0.03389830508474576
8977	5531	63	3	0	0	66	3	0.045454545454545456
8978	5521	61	3	0	0	64	3	0.046875
8979	5577	52	5	0	0	57	5	0.08771929824561403
898	5566	47	1	0	0	48	1	0.020833333333333332
8980	5539	56	2	0	0	58	2	0.034482758620689655
8981	5539	52	3	0	0	55	3	0.05454545454545454
8982	5557	55	2	0	0	57	2	0.03508771929824561
8983	5501	63	0	0	0	63	0	0
8984	5571	44	3	0	0	47	3	0.06382978723404255
8985	5537	54	1	0	0	55	1	0.01818181818181818
8986	5548	51	0	0	0	51	0	0
8987	5516	40	2	0	0	42	2	0.047619047619047616
8988	5521	61	1	0	0	62	1	0.016129032258064516
8989	5576	53	3	0	0	56	3	0.05357142857142857
899	5477	60	2	0	0	62	2	0.03225806451612903
8990	5545	56	0	0	0	56	0	0
8991	5540	74	1	0	0	75	1	0.013333333333333334
8992	5506	53	3	0	0	56	3	0.05357142857142857
8993	5571	53	2	0	0	55	2	0.03636363636363636
8994	5510	51	2	0	0	53	2	0.03773584905660377
8995	5540	43	2	0	0	45	2	0.044444444444444446
8996	5554	60	2	0	0	62	2	0.03225806451612903
8997	5478	67	3	0	0	70	3	0.04285714285714286
8998	5511	46	3	0	0	49	3	0.061224489795918366
8999	5544	56	1	0	0	57	1	0.017543859649122806
9	5536	61	2	0	0	63	2	0.031746031746031744
90	5560	51	0	0	0	51	0	0
900	5561	51	2	0	0	53	2	0.03773584905660377
9000	5576	66	1	0	0	67	1	0.014925373134328358
9001	5528	52	3	0	0	55	3	0.05454545454545454
9002	5547	52	2	0	0	54	2	0.037037037037037035
9003	5548	63	1	0	0	64	1	0.015625
9004	5535	62	1	0	0	63	1	0.015873015873015872
9005	5529	50	1	0	0	51	1	0.0196078431372549
9006	5534	51	0	0	0	51	0	0
9007	5539	55	1	0	0	56	1	0.017857142857142856
9008	5499	53	2	0	0	55	2	0.03636363636363636
9009	5507	62	0	0	0	62	0	0
901	5542	53	3	0	0	56	3	0.05357142857142857
9010	5500	51	3	0	0	54	3	0.05555555555555555
9011	5526	61	2	0	0	63	2	0.031746031746031744
9012	5544	48	1	0	0	49	1	0.02040816326530612
9013	5559	60	2	0	0	62	2	0.03225806451612903
9014	5559	56	1	1	0	58	2	0.034482758620689655
9015	5515	62	6	0	0	68	6	0.08823529411764706
9016	5534	54	1	0	0	55	1	0.01818181818181818
9017	5523	66	3	0	0	69	3	0.043478260869565216
9018	5543	63	0	0	0	63	0	0
9019	5536	48	1	0	0	49	1	0.02040816326530612
902	5549	62	2	0	0	64	2	0.03125
9020	5532	51	0	0	0	51	0	0
9021	5544	57	4	0	0	61	4	0.06557377049180328
9022	5555	57	3	0	0	60	3	0.05
9023	5544	57	1	0	0	58	1	0.017241379310344827
9024	5526	56	0	0	0	56	0	0
9025	5548	52	0	0	0	52	0	0
9026	5539	49	3	0	0	52	3	0.057692307692307696
9027	5534	51	4	0	0	55	4	0.07272727272727272
9028	5533	46	2	0	0	48	2	0.041666666666666664
9029	5514	55	1	0	0	56	1	0.017857142857142856
903	5520	59	0	0	0	59	0	0
9030	5528	39	3	0	0	42	3	0.07142857142857142
9031	5528	52	0	0	0	52	0	0
9032	5570	52	2	0	0	54	2	0.037037037037037035
9033	5580	56	1	0	0	57	1	0.017543859649122806
9034	5568	52	1	0	0	53	1	0.018867924528301886
9035	5540	53	2	0	0	55	2	0.03636363636363636
9036	5502	64	1	0	0	65	1	0.015384615384615385
9037	5561	44	2	0	0	46	2	0.043478260869565216
9038	5528	58	3	0	0	61	3	0.04918032786885246
9039	5510	54	0	0	0	54	0	0
904	5541	61	2	0	0	63	2	0.031746031746031744
9040	5515	48	2	0	0	50	2	0.04
9041	5491	47	1	0	0	48	1	0.020833333333333332
9042	5523	66	0	0	0	66	0	0
9043	5518	59	4	0	0	63	4	0.06349206349206349
9044	5552	52	2	0	0	54	2	0.037037037037037035
9045	5540	41	0	0	0	41	0	0
9046	5576	53	4	0	0	57	4	0.07017543859649122
9047	5547	46	1	0	0	47	1	0.02127659574468085
9048	5570	54	2	0	0	56	2	0.03571428571428571
9049	5536	52	2	0	0	54	2	0.037037037037037035
905	5483	50	3	0	0	53	3	0.05660377358490566
9050	5574	63	0	0	0	63	0	0
9051	5536	52	1	0	0	53	1	0.018867924528301886
9052	5539	44	7	0	0	51	7	0.13725490196078433
9053	5557	58	1	1	0	60	2	0.03333333333333333
9054	5530	56	1	0	0	57	1	0.017543859649122806
9055	5548	46	1	0	0	47	1	0.02127659574468085
9056	5529	44	3	0	0	47	3	0.06382978723404255
9057	5511	62	4	0	0	66	4	0.06060606060606061
9058	5562	53	2	0	0	55	2	0.03636363636363636
9059	5515	55	0	0	0	55	0	0
906	5545	51	1	0	0	52	1	0.019230769230769232
9060	5560	44	2	0	0	46	2	0.043478260869565216
9061	5486	48	4	0	0	52	4	0.07692307692307693
9062	5503	53	4	0	0	57	4	0.07017543859649122
9063	5542	48	2	0	0	50	2	0.04
9064	5518	66	0	0	0	66	0	0
9065	5546	64	1	0	0	65	1	0.015384615384615385
9066	5504	55	1	0	0	56	1	0.017857142857142856
9067	5539	59	2	0	0	61	2	0.03278688524590164
9068	5533	49	1	0	0	50	1	0.02
9069	5495	56	2	0	0	58	2	0.034482758620689655
907	5525	44	3	0	0	47	3	0.06382978723404255
9070	5578	47	5	0	0	52	5	0.09615384615384616
9071	5554	48	0	0	0	48	0	0
9072	5508	56	3	0	0	59	3	0.05084745762711865
9073	5501	45	3	0	0	48	3	0.0625
9074	5542	54	2	0	0	56	2	0.03571428571428571
9075	5501	50	3	0	0	53	3	0.05660377358490566
9076	5534	55	0	0	0	55	0	0
9077	5520	47	1	0	0	48	1	0.020833333333333332
9078	5519	55	1	0	0	56	1	0.017857142857142856
9079	5524	59	0	0	0	59	0	0
908	5533	48	2	0	0	50	2	0.04
9080	5518	48	3	0	0	51	3	0.058823529411764705
9081	5543	66	1	0	0	67	1	0.014925373134328358
9082	5522	54	1	0	0	55	1	0.01818181818181818
9083	5539	56	1	0	0	57	1	0.017543859649122806
9084	5568	42	2	0	0	44	2	0.045454545454545456
9085	5541	48	1	0	0	49	1	0.02040816326530612
9086	5544	51	2	0	0	53	2	0.03773584905660377
9087	5486	45	2	0	0	47	2	0.0425531914893617
9088	5522	45	2	0	0	47	2	0.0425531914893617
9089	5525	52	1	0	0	53	1	0.018867924528301886
909	5541	49	2	0	0	51	2	0.0392156862745098
9090	5513	55	1	0	0	56	1	0.017857142857142856
9091	5528	42	2	0	0	44	2	0.045454545454545456
9092	5537	46	1	0	0	47	1	0.02127659574468085
9093	5545	58	0	0	0	58	0	0
9094	5559	60	1	0	0	61	1	0.01639344262295082
9095	5535	62	2	0	0	64	2	0.03125
9096	5568	46	2	0	0	48	2	0.041666666666666664
9097	5503	62	1	0	0	63	1	0.015873015873015872
9098	5536	53	0	0	0	53	0	0
9099	5566	55	2	0	0	57	2	0.03508771929824561
91	5506	53	0	0	0	53	0	0
910	5528	53	2	0	0	55	2	0.03636363636363636
9100	5521	57	2	0	0	59	2	0.03389830508474576
9101	5528	49	1	0	0	50	1	0.02
9102	5501	57	1	0	0	58	1	0.017241379310344827
9103	5538	55	2	0	0	57	2	0.03508771929824561
9104	5542	47	2	0	0	49	2	0.04081632653061224
9105	5543	42	4	0	0	46	4	0.08695652173913043
9106	5539	58	2	0	0	60	2	0.03333333333333333
9107	5560	54	0	0	0	54	0	0
9108	5521	49	2	0	0	51	2	0.0392156862745098
9109	5526	55	1	0	0	56	1	0.017857142857142856
911	5527	60	3	0	0	63	3	0.047619047619047616
9110	5556	50	2	0	0	52	2	0.038461538461538464
9111	5532	63	2	0	0	65	2	0.03076923076923077
9112	5536	59	1	0	0	60	1	0.016666666666666666
9113	5548	55	1	0	0	56	1	0.017857142857142856
9114	5492	56	4	0	0	60	4	0.06666666666666667
9115	5530	59	0	0	0	59	0	0
9116	5566	61	1	0	0	62	1	0.016129032258064516
9117	5562	63	3	0	0	66	3	0.045454545454545456
9118	5565	42	4	0	0	46	4	0.08695652173913043
9119	5554	50	3	0	0	53	3	0.05660377358490566
912	5509	57	1	0	0	58	1	0.017241379310344827
9120	5539	55	1	0	0	56	1	0.017857142857142856
9121	5525	52	1	0	0	53	1	0.018867924528301886
9122	5589	50	0	0	0	50	0	0
9123	5510	55	1	0	0	56	1	0.017857142857142856
9124	5547	49	2	0	0	51	2	0.0392156862745098
9125	5551	50	1	0	0	51	1	0.0196078431372549
9126	5578	58	1	0	0	59	1	0.01694915254237288
9127	5519	54	3	0	0	57	3	0.05263157894736842
9128	5546	60	2	0	0	62	2	0.03225806451612903
9129	5533	49	3	0	0	52	3	0.057692307692307696
913	5546	66	3	0	0	69	3	0.043478260869565216
9130	5547	54	1	0	0	55	1	0.01818181818181818
9131	5527	63	1	0	0	64	1	0.015625
9132	5561	55	1	0	0	56	1	0.017857142857142856
9133	5526	58	1	0	0	59	1	0.01694915254237288
9134	5595	47	2	0	0	49	2	0.04081632653061224
9135	5552	45	1	0	0	46	1	0.021739130434782608
9136	5544	52	3	0	0	55	3	0.05454545454545454
9137	5550	67	2	0	0	69	2	0.028985507246376812
9138	5573	67	1	0	0	68	1	0.014705882352941176
9139	5532	59	2	0	0	61	2	0.03278688524590164
914	5502	53	1	0	0	54	1	0.018518518518518517
9140	5524	48	2	0	0	50	2	0.04
9141	5536	55	2	0	0	57	2	0.03508771929824561
9142	5536	53	3	0	0	56	3	0.05357142857142857
9143	5529	58	3	0	0	61	3	0.04918032786885246
9144	5529	49	1	0	0	50	1	0.02
9145	5503	42	3	0	0	45	3	0.06666666666666667
9146	5523	47	2	0	0	49	2	0.04081632653061224
9147	5550	54	1	0	0	55	1	0.01818181818181818
9148	5544	61	1	0	0	62	1	0.016129032258064516
9149	5525	60	1	0	0	61	1	0.01639344262295082
915	5544	61	3	0	0	64	3	0.046875
9150	5509	62	2	0	0	64	2	0.03125
9151	5506	61	1	0	0	62	1	0.016129032258064516
9152	5504	52	2	0	0	54	2	0.037037037037037035
9153	5560	51	0	0	0	51	0	0
9154	5515	66	0	0	0	66	0	0
9155	5521	61	3	0	0	64	3	0.046875
9156	5523	61	2	0	0	63	2	0.031746031746031744
9157	5548	48	0	0	0	48	0	0
9158	5539	64	0	0	0	64	0	0
9159	5537	41	1	0	0	42	1	0.023809523809523808
916	5536	46	0	0	0	46	0	0
9160	5528	50	2	0	0	52	2	0.038461538461538464
9161	5506	59	2	0	0	61	2	0.03278688524590164
9162	5550	44	2	0	0	46	2	0.043478260869565216
9163	5556	59	2	0	0	61	2	0.03278688524590164
9164	5547	58	3	0	0	61	3	0.04918032786885246
9165	5511	52	0	0	0	52	0	0
9166	5530	49	1	0	0	50	1	0.02
9167	5495	59	1	1	0	61	2	0.03278688524590164
9168	5497	59	0	0	0	59	0	0
9169	5537	65	4	0	0	69	4	0.057971014492753624
917	5495	63	4	0	0	67	4	0.05970149253731343
9170	5542	54	2	0	0	56	2	0.03571428571428571
9171	5546	54	1	0	0	55	1	0.01818181818181818
9172	5541	43	2	0	0	45	2	0.044444444444444446
9173	5524	54	0	0	0	54	0	0
9174	5533	55	2	0	0	57	2	0.03508771929824561
9175	5528	58	3	0	0	61	3	0.04918032786885246
9176	5547	58	3	0	0	61	3	0.04918032786885246
9177	5552	51	1	0	0	52	1	0.019230769230769232
9178	5537	54	2	0	0	56	2	0.03571428571428571
9179	5553	52	2	0	0	54	2	0.037037037037037035
918	5537	44	1	0	0	45	1	0.022222222222222223
9180	5490	52	2	0	0	54	2	0.037037037037037035
9181	5558	55	4	1	0	60	5	0.08333333333333333
9182	5549	57	1	0	0	58	1	0.017241379310344827
9183	5549	57	1	0	0	58	1	0.017241379310344827
9184	5566	38	2	0	0	40	2	0.05
9185	5522	57	1	0	0	58	1	0.017241379310344827
9186	5601	52	1	0	0	53	1	0.018867924528301886
9187	5538	74	2	0	0	76	2	0.02631578947368421
9188	5531	50	2	0	0	52	2	0.038461538461538464
9189	5529	47	2	0	0	49	2	0.04081632653061224
919	5538	54	3	0	0	57	3	0.05263157894736842
9190	5523	52	0	0	0	52	0	0
9191	5539	38	0	0	0	38	0	0
9192	5552	58	1	0	0	59	1	0.01694915254237288
9193	5516	50	2	0	0	52	2	0.038461538461538464
9194	5485	63	1	0	0	64	1	0.015625
9195	5542	55	2	0	0	57	2	0.03508771929824561
9196	5545	62	2	0	0	64	2	0.03125
9197	5515	48	0	0	0	48	0	0
9198	5518	36	1	0	0	37	1	0.02702702702702703
9199	5524	42	2	0	0	44	2	0.045454545454545456
92	5523	51	0	0	0	51	0	0
920	5531	48	1	0	0	49	1	0.02040816326530612
9200	5530	64	1	0	0	65	1	0.015384615384615385
9201	5543	54	2	0	0	56	2	0.03571428571428571
9202	5528	52	0	0	0	52	0	0
9203	5535	52	0	0	0	52	0	0
9204	5539	45	1	0	0	46	1	0.021739130434782608
9205	5542	60	2	0	0	62	2	0.03225806451612903
9206	5510	49	1	0	0	50	1	0.02
9207	5541	53	0	1	0	54	1	0.018518518518518517
9208	5502	48	1	0	0	49	1	0.02040816326530612
9209	5567	69	2	0	0	71	2	0.028169014084507043
921	5591	71	0	0	0	71	0	0
9210	5485	58	4	0	0	62	4	0.06451612903225806
9211	5538	67	3	0	0	70	3	0.04285714285714286
9212	5572	58	4	0	0	62	4	0.06451612903225806
9213	5498	51	0	0	0	51	0	0
9214	5517	55	0	0	0	55	0	0
9215	5509	64	2	1	0	67	3	0.04477611940298507
9216	5522	60	2	0	0	62	2	0.03225806451612903
9217	5558	54	4	0	0	58	4	0.06896551724137931
9218	5531	67	3	0	0	70	3	0.04285714285714286
9219	5565	50	2	0	0	52	2	0.038461538461538464
922	5540	39	4	0	0	43	4	0.09302325581395349
9220	5567	47	4	0	0	51	4	0.0784313725490196
9221	5539	62	2	0	0	64	2	0.03125
9222	5502	67	1	0	0	68	1	0.014705882352941176
9223	5508	56	2	0	0	58	2	0.034482758620689655
9224	5554	60	3	0	0	63	3	0.047619047619047616
9225	5523	44	2	0	0	46	2	0.043478260869565216
9226	5547	45	3	0	0	48	3	0.0625
9227	5544	45	3	0	0	48	3	0.0625
9228	5518	45	0	0	0	45	0	0
9229	5529	69	3	0	0	72	3	0.041666666666666664
923	5554	48	1	0	0	49	1	0.02040816326530612
9230	5559	52	3	0	0	55	3	0.05454545454545454
9231	5573	51	0	1	0	52	1	0.019230769230769232
9232	5527	56	1	0	0	57	1	0.017543859649122806
