rep	ct0	ct1	ct2	ct3	ct4	ct5	selected	convergent	rel_conv
8530	1483	58	2	0	0	0	60	2	0.03333333333333333
8531	1489	46	1	0	0	0	47	1	0.02127659574468085
8532	1512	46	3	0	0	0	49	3	0.061224489795918366
8533	1476	51	4	1	0	0	56	5	0.08928571428571429
8534	1515	51	2	0	0	0	53	2	0.03773584905660377
8535	1447	37	3	0	0	0	40	3	0.075
8536	1465	47	3	0	0	0	50	3	0.06
8537	1457	53	3	0	0	0	56	3	0.05357142857142857
8538	1489	32	3	0	0	0	35	3	0.08571428571428572
8539	1479	53	4	0	0	0	57	4	0.07017543859649122
854	1466	54	3	0	0	0	57	3	0.05263157894736842
8540	1455	50	1	0	0	0	51	1	0.0196078431372549
8541	1451	39	0	0	0	0	39	0	0
8542	1473	31	2	0	0	0	33	2	0.06060606060606061
8543	1493	47	1	1	0	0	49	2	0.04081632653061224
8544	1448	47	2	0	0	0	49	2	0.04081632653061224
8545	1452	55	1	0	0	0	56	1	0.017857142857142856
8546	1491	46	2	0	0	0	48	2	0.041666666666666664
8547	1472	61	2	0	0	0	63	2	0.031746031746031744
8548	1486	40	5	0	0	0	45	5	0.1111111111111111
8549	1469	43	1	0	0	0	44	1	0.022727272727272728
855	1462	44	2	0	0	0	46	2	0.043478260869565216
8550	1492	53	2	0	0	0	55	2	0.03636363636363636
8551	1512	49	3	0	0	0	52	3	0.057692307692307696
8552	1490	55	3	0	0	0	58	3	0.05172413793103448
8553	1482	52	1	0	0	0	53	1	0.018867924528301886
8554	1499	46	5	0	0	0	51	5	0.09803921568627451
8555	1478	40	1	0	0	0	41	1	0.024390243902439025
8556	1475	55	1	0	0	0	56	1	0.017857142857142856
8557	1446	54	4	0	0	0	58	4	0.06896551724137931
8558	1499	42	2	0	0	0	44	2	0.045454545454545456
8559	1461	39	2	0	0	0	41	2	0.04878048780487805
856	1471	43	3	0	0	0	46	3	0.06521739130434782
8560	1472	47	1	0	0	0	48	1	0.020833333333333332
8561	1497	45	2	0	0	0	47	2	0.0425531914893617
8562	1487	41	3	0	0	0	44	3	0.06818181818181818
8563	1471	35	1	0	0	0	36	1	0.027777777777777776
8564	1487	42	5	0	0	0	47	5	0.10638297872340426
8565	1454	33	3	0	0	0	36	3	0.08333333333333333
8566	1461	43	3	0	0	0	46	3	0.06521739130434782
8567	1490	46	3	1	0	0	50	4	0.08
8568	1479	53	3	0	0	0	56	3	0.05357142857142857
8569	1461	47	1	0	0	0	48	1	0.020833333333333332
857	1482	42	1	0	0	0	43	1	0.023255813953488372
8570	1484	56	4	0	0	0	60	4	0.06666666666666667
8571	1490	47	1	0	0	0	48	1	0.020833333333333332
8572	1452	45	1	0	0	0	46	1	0.021739130434782608
8573	1470	43	3	1	0	0	47	4	0.0851063829787234
8574	1470	41	1	0	0	0	42	1	0.023809523809523808
8575	1432	44	0	0	0	0	44	0	0
8576	1462	48	1	0	0	0	49	1	0.02040816326530612
8577	1496	58	4	0	0	0	62	4	0.06451612903225806
8578	1473	46	6	0	0	0	52	6	0.11538461538461539
8579	1457	51	1	0	0	0	52	1	0.019230769230769232
858	1483	44	4	0	0	0	48	4	0.08333333333333333
8580	1447	47	3	1	0	0	51	4	0.0784313725490196
8581	1503	40	2	0	0	0	42	2	0.047619047619047616
8582	1489	43	5	0	0	0	48	5	0.10416666666666667
8583	1473	47	2	0	0	0	49	2	0.04081632653061224
8584	1493	51	3	0	0	0	54	3	0.05555555555555555
8585	1468	42	2	0	0	0	44	2	0.045454545454545456
8586	1449	44	3	1	0	0	48	4	0.08333333333333333
8587	1460	45	3	0	0	0	48	3	0.0625
8588	1494	44	4	0	0	0	48	4	0.08333333333333333
8589	1472	50	2	0	0	0	52	2	0.038461538461538464
859	1489	37	0	0	0	0	37	0	0
8590	1461	41	5	0	0	0	46	5	0.10869565217391304
8591	1434	38	4	0	0	0	42	4	0.09523809523809523
8592	1443	34	3	0	0	0	37	3	0.08108108108108109
8593	1509	47	0	1	0	0	48	1	0.020833333333333332
8594	1480	41	1	0	0	0	42	1	0.023809523809523808
8595	1471	34	4	1	0	0	39	5	0.1282051282051282
8596	1486	44	1	0	0	0	45	1	0.022222222222222223
8597	1479	44	2	0	0	0	46	2	0.043478260869565216
8598	1480	41	0	0	0	0	41	0	0
8599	1480	21	4	0	0	0	25	4	0.16
86	1496	48	1	0	0	0	49	1	0.02040816326530612
860	1504	49	2	0	0	0	51	2	0.0392156862745098
8600	1460	50	0	0	0	0	50	0	0
8601	1499	36	4	0	0	0	40	4	0.1
8602	1445	45	2	0	0	0	47	2	0.0425531914893617
8603	1467	41	2	0	0	0	43	2	0.046511627906976744
8604	1484	43	2	0	0	0	45	2	0.044444444444444446
8605	1480	46	2	1	0	0	49	3	0.061224489795918366
8606	1455	42	2	0	0	0	44	2	0.045454545454545456
8607	1440	36	5	0	0	0	41	5	0.12195121951219512
8608	1463	46	4	0	0	0	50	4	0.08
8609	1480	47	3	0	0	0	50	3	0.06
861	1466	44	4	0	0	0	48	4	0.08333333333333333
8610	1482	37	4	0	0	0	41	4	0.0975609756097561
8611	1477	45	2	0	0	0	47	2	0.0425531914893617
8612	1483	51	4	0	0	0	55	4	0.07272727272727272
8613	1464	47	5	0	0	0	52	5	0.09615384615384616
8614	1465	40	1	0	0	0	41	1	0.024390243902439025
8615	1492	48	1	0	0	0	49	1	0.02040816326530612
8616	1486	51	1	0	0	0	52	1	0.019230769230769232
8617	1477	47	3	0	0	0	50	3	0.06
8618	1477	50	4	0	0	0	54	4	0.07407407407407407
8619	1422	51	0	0	0	0	51	0	0
862	1485	34	2	0	0	0	36	2	0.05555555555555555
8620	1487	43	1	1	0	0	45	2	0.044444444444444446
8621	1444	47	2	0	0	0	49	2	0.04081632653061224
8622	1478	54	1	0	0	0	55	1	0.01818181818181818
8623	1498	41	0	0	0	0	41	0	0
8624	1469	55	2	0	0	0	57	2	0.03508771929824561
8625	1474	48	2	1	0	0	51	3	0.058823529411764705
8626	1481	44	6	0	0	0	50	6	0.12
8627	1469	45	1	0	0	0	46	1	0.021739130434782608
8628	1458	43	5	0	0	0	48	5	0.10416666666666667
8629	1461	43	1	0	0	0	44	1	0.022727272727272728
863	1419	47	1	0	0	0	48	1	0.020833333333333332
8630	1470	46	1	0	0	0	47	1	0.02127659574468085
8631	1469	59	3	0	0	0	62	3	0.04838709677419355
8632	1436	42	3	0	0	0	45	3	0.06666666666666667
8633	1461	59	5	0	0	0	64	5	0.078125
8634	1450	34	2	0	0	0	36	2	0.05555555555555555
8635	1475	53	0	0	0	0	53	0	0
8636	1462	48	4	0	0	0	52	4	0.07692307692307693
8637	1477	41	2	0	0	0	43	2	0.046511627906976744
8638	1447	46	1	0	0	0	47	1	0.02127659574468085
8639	1469	42	3	0	0	0	45	3	0.06666666666666667
864	1513	55	1	0	0	0	56	1	0.017857142857142856
8640	1411	48	2	0	0	0	50	2	0.04
8641	1475	53	2	0	0	0	55	2	0.03636363636363636
8642	1460	43	2	0	0	0	45	2	0.044444444444444446
8643	1464	38	3	0	0	0	41	3	0.07317073170731707
8644	1441	44	3	0	0	0	47	3	0.06382978723404255
8645	1445	48	2	2	0	0	52	4	0.07692307692307693
8646	1472	37	3	0	0	0	40	3	0.075
8647	1493	50	1	0	0	0	51	1	0.0196078431372549
8648	1477	47	1	0	0	0	48	1	0.020833333333333332
8649	1465	48	3	0	0	0	51	3	0.058823529411764705
865	1434	38	4	1	0	0	43	5	0.11627906976744186
8650	1447	37	3	0	0	0	40	3	0.075
8651	1483	32	3	0	0	0	35	3	0.08571428571428572
8652	1448	42	1	0	0	0	43	1	0.023255813953488372
8653	1445	37	3	0	0	0	40	3	0.075
8654	1471	44	2	0	0	0	46	2	0.043478260869565216
8655	1493	47	2	0	0	0	49	2	0.04081632653061224
8656	1491	52	1	0	0	0	53	1	0.018867924528301886
8657	1469	52	1	0	0	0	53	1	0.018867924528301886
8658	1493	50	4	0	0	0	54	4	0.07407407407407407
8659	1486	44	3	0	0	0	47	3	0.06382978723404255
866	1490	58	3	0	0	0	61	3	0.04918032786885246
8660	1460	43	1	0	0	0	44	1	0.022727272727272728
8661	1462	34	1	0	0	0	35	1	0.02857142857142857
8662	1482	43	4	0	0	0	47	4	0.0851063829787234
8663	1469	45	2	0	0	0	47	2	0.0425531914893617
8664	1486	45	1	0	0	0	46	1	0.021739130434782608
8665	1473	48	0	1	0	0	49	1	0.02040816326530612
8666	1484	47	3	0	0	0	50	3	0.06
8667	1474	44	3	0	0	0	47	3	0.06382978723404255
8668	1473	62	4	0	0	0	66	4	0.06060606060606061
8669	1474	46	1	0	0	0	47	1	0.02127659574468085
867	1432	46	2	0	0	0	48	2	0.041666666666666664
8670	1464	45	2	0	0	0	47	2	0.0425531914893617
8671	1451	50	2	0	0	0	52	2	0.038461538461538464
8672	1469	39	2	0	0	0	41	2	0.04878048780487805
8673	1488	42	1	0	0	0	43	1	0.023255813953488372
8674	1501	44	3	0	0	0	47	3	0.06382978723404255
8675	1505	52	1	0	0	0	53	1	0.018867924528301886
8676	1480	42	2	0	0	0	44	2	0.045454545454545456
8677	1484	49	3	0	0	0	52	3	0.057692307692307696
8678	1443	54	4	0	0	0	58	4	0.06896551724137931
8679	1500	51	3	0	0	0	54	3	0.05555555555555555
868	1533	35	3	0	0	0	38	3	0.07894736842105263
8680	1467	45	4	0	0	0	49	4	0.08163265306122448
8681	1480	45	3	0	0	0	48	3	0.0625
8682	1477	48	1	0	0	0	49	1	0.02040816326530612
8683	1458	38	1	0	0	0	39	1	0.02564102564102564
8684	1461	44	0	0	0	0	44	0	0
8685	1473	31	1	0	0	0	32	1	0.03125
8686	1488	33	3	0	0	0	36	3	0.08333333333333333
8687	1461	48	3	0	0	0	51	3	0.058823529411764705
8688	1479	37	2	0	0	0	39	2	0.05128205128205128
8689	1497	50	2	0	0	0	52	2	0.038461538461538464
869	1486	48	1	0	0	0	49	1	0.02040816326530612
8690	1460	56	6	0	0	0	62	6	0.0967741935483871
8691	1472	45	3	0	0	0	48	3	0.0625
8692	1471	56	1	2	0	0	59	3	0.05084745762711865
8693	1500	45	0	0	0	0	45	0	0
8694	1493	34	3	0	0	0	37	3	0.08108108108108109
8695	1451	41	2	0	0	0	43	2	0.046511627906976744
8696	1441	48	3	0	0	0	51	3	0.058823529411764705
8697	1448	35	3	0	0	0	38	3	0.07894736842105263
8698	1483	41	0	0	0	0	41	0	0
8699	1471	39	1	0	0	0	40	1	0.025
87	1479	50	3	0	0	0	53	3	0.05660377358490566
870	1479	52	2	0	0	0	54	2	0.037037037037037035
8700	1488	37	5	0	0	0	42	5	0.11904761904761904
8701	1483	56	6	0	0	0	62	6	0.0967741935483871
8702	1451	46	4	0	0	0	50	4	0.08
8703	1459	40	3	0	0	0	43	3	0.06976744186046512
8704	1464	47	7	0	0	0	54	7	0.12962962962962962
8705	1466	39	5	0	0	0	44	5	0.11363636363636363
8706	1459	48	2	0	0	0	50	2	0.04
8707	1481	43	4	0	0	0	47	4	0.0851063829787234
8708	1495	42	2	0	0	0	44	2	0.045454545454545456
8709	1476	39	4	0	0	0	43	4	0.09302325581395349
871	1451	47	3	0	0	0	50	3	0.06
8710	1508	42	4	0	0	0	46	4	0.08695652173913043
8711	1454	49	2	0	1	0	52	3	0.057692307692307696
8712	1493	44	4	0	0	0	48	4	0.08333333333333333
8713	1494	33	1	0	0	0	34	1	0.029411764705882353
8714	1449	44	1	0	0	0	45	1	0.022222222222222223
8715	1466	51	5	0	0	0	56	5	0.08928571428571429
8716	1432	54	6	1	0	0	61	7	0.11475409836065574
8717	1467	49	4	0	0	0	53	4	0.07547169811320754
8718	1444	52	3	0	0	0	55	3	0.05454545454545454
8719	1500	40	1	0	0	0	41	1	0.024390243902439025
872	1476	38	4	0	0	0	42	4	0.09523809523809523
8720	1451	45	3	1	0	0	49	4	0.08163265306122448
8721	1474	53	0	0	0	0	53	0	0
8722	1486	47	7	0	0	0	54	7	0.12962962962962962
8723	1481	41	1	0	0	0	42	1	0.023809523809523808
8724	1487	35	8	0	0	0	43	8	0.18604651162790697
8725	1483	52	4	0	0	0	56	4	0.07142857142857142
8726	1477	49	0	0	0	0	49	0	0
8727	1486	43	3	0	0	0	46	3	0.06521739130434782
8728	1497	46	0	0	0	0	46	0	0
8729	1453	38	3	0	0	0	41	3	0.07317073170731707
873	1493	35	1	0	0	0	36	1	0.027777777777777776
8730	1467	40	1	0	0	0	41	1	0.024390243902439025
8731	1459	47	3	0	0	0	50	3	0.06
8732	1444	53	2	0	0	0	55	2	0.03636363636363636
8733	1458	41	4	0	0	0	45	4	0.08888888888888889
8734	1483	39	2	0	0	0	41	2	0.04878048780487805
8735	1482	35	4	0	0	0	39	4	0.10256410256410256
8736	1429	39	3	0	0	0	42	3	0.07142857142857142
8737	1474	50	2	0	0	0	52	2	0.038461538461538464
8738	1498	34	0	0	0	0	34	0	0
8739	1494	55	3	1	0	0	59	4	0.06779661016949153
874	1479	50	1	0	0	0	51	1	0.0196078431372549
8740	1500	47	2	0	0	0	49	2	0.04081632653061224
8741	1443	57	3	2	0	0	62	5	0.08064516129032258
8742	1477	41	1	0	0	0	42	1	0.023809523809523808
8743	1475	58	1	0	0	0	59	1	0.01694915254237288
8744	1477	38	2	0	0	0	40	2	0.05
8745	1453	46	2	0	0	0	48	2	0.041666666666666664
8746	1475	49	1	0	0	0	50	1	0.02
8747	1455	50	0	1	0	0	51	1	0.0196078431372549
8748	1529	49	1	0	0	0	50	1	0.02
8749	1442	43	3	0	0	0	46	3	0.06521739130434782
875	1463	47	5	0	0	0	52	5	0.09615384615384616
8750	1460	51	2	0	0	0	53	2	0.03773584905660377
8751	1460	49	3	0	0	0	52	3	0.057692307692307696
8752	1475	62	3	0	0	0	65	3	0.046153846153846156
8753	1463	40	2	0	0	0	42	2	0.047619047619047616
8754	1489	46	2	0	0	0	48	2	0.041666666666666664
8755	1480	53	0	0	0	0	53	0	0
8756	1480	38	2	1	0	0	41	3	0.07317073170731707
8757	1472	45	2	0	0	0	47	2	0.0425531914893617
8758	1473	35	1	0	0	0	36	1	0.027777777777777776
8759	1482	47	2	1	0	0	50	3	0.06
876	1484	50	3	0	0	0	53	3	0.05660377358490566
8760	1477	45	1	0	0	0	46	1	0.021739130434782608
8761	1477	53	1	1	0	0	55	2	0.03636363636363636
8762	1465	50	0	0	0	0	50	0	0
8763	1481	48	3	0	0	0	51	3	0.058823529411764705
8764	1511	35	4	0	0	0	39	4	0.10256410256410256
8765	1460	38	2	1	0	0	41	3	0.07317073170731707
8766	1497	45	1	0	0	0	46	1	0.021739130434782608
8767	1462	53	5	0	0	0	58	5	0.08620689655172414
8768	1474	44	1	0	0	0	45	1	0.022222222222222223
8769	1484	45	4	0	0	0	49	4	0.08163265306122448
877	1500	49	1	0	0	0	50	1	0.02
8770	1491	35	2	0	0	0	37	2	0.05405405405405406
8771	1486	50	0	0	0	0	50	0	0
8772	1470	46	1	0	0	0	47	1	0.02127659574468085
8773	1465	39	1	0	0	0	40	1	0.025
8774	1462	35	3	0	0	0	38	3	0.07894736842105263
8775	1487	59	4	0	0	0	63	4	0.06349206349206349
8776	1459	54	4	0	0	0	58	4	0.06896551724137931
8777	1469	46	2	0	0	0	48	2	0.041666666666666664
8778	1511	40	3	0	0	0	43	3	0.06976744186046512
8779	1481	50	3	0	0	0	53	3	0.05660377358490566
878	1471	50	3	0	0	0	53	3	0.05660377358490566
8780	1477	36	3	0	0	0	39	3	0.07692307692307693
8781	1487	40	2	0	0	0	42	2	0.047619047619047616
8782	1450	44	1	0	0	0	45	1	0.022222222222222223
8783	1476	46	3	0	0	0	49	3	0.061224489795918366
8784	1482	50	1	0	0	0	51	1	0.0196078431372549
8785	1472	51	3	0	0	0	54	3	0.05555555555555555
8786	1463	54	3	0	0	0	57	3	0.05263157894736842
8787	1476	52	5	0	0	0	57	5	0.08771929824561403
8788	1451	45	1	0	0	0	46	1	0.021739130434782608
8789	1471	45	1	0	0	0	46	1	0.021739130434782608
879	1480	35	0	0	0	0	35	0	0
8790	1493	50	2	0	0	0	52	2	0.038461538461538464
8791	1438	34	2	0	0	0	36	2	0.05555555555555555
8792	1484	37	4	0	0	0	41	4	0.0975609756097561
8793	1484	32	4	0	0	0	36	4	0.1111111111111111
8794	1454	40	4	0	0	0	44	4	0.09090909090909091
8795	1473	43	2	0	0	0	45	2	0.044444444444444446
8796	1458	34	5	0	0	0	39	5	0.1282051282051282
8797	1453	40	2	0	0	0	42	2	0.047619047619047616
8798	1480	51	3	0	0	0	54	3	0.05555555555555555
8799	1482	47	1	0	0	0	48	1	0.020833333333333332
88	1482	31	1	0	0	0	32	1	0.03125
880	1511	34	1	0	0	0	35	1	0.02857142857142857
8800	1476	35	2	0	0	0	37	2	0.05405405405405406
8801	1476	44	3	0	0	0	47	3	0.06382978723404255
8802	1461	45	3	0	0	0	48	3	0.0625
8803	1473	59	1	1	0	0	61	2	0.03278688524590164
8804	1476	47	2	0	0	0	49	2	0.04081632653061224
8805	1461	50	5	0	0	0	55	5	0.09090909090909091
8806	1482	46	1	0	0	0	47	1	0.02127659574468085
8807	1457	51	1	1	0	0	53	2	0.03773584905660377
8808	1455	52	4	0	0	0	56	4	0.07142857142857142
8809	1479	48	3	0	0	0	51	3	0.058823529411764705
881	1474	45	3	0	0	0	48	3	0.0625
8810	1480	51	2	0	0	0	53	2	0.03773584905660377
8811	1475	52	2	0	0	0	54	2	0.037037037037037035
8812	1459	47	2	0	0	0	49	2	0.04081632653061224
8813	1460	42	1	0	0	0	43	1	0.023255813953488372
8814	1465	50	2	0	0	0	52	2	0.038461538461538464
8815	1467	49	0	0	0	0	49	0	0
8816	1488	51	1	1	0	0	53	2	0.03773584905660377
8817	1447	57	3	0	0	0	60	3	0.05
8818	1501	53	1	0	0	0	54	1	0.018518518518518517
8819	1479	45	5	0	0	0	50	5	0.1
882	1487	57	2	0	0	0	59	2	0.03389830508474576
8820	1499	49	2	0	0	0	51	2	0.0392156862745098
8821	1481	41	3	0	0	0	44	3	0.06818181818181818
8822	1484	50	1	0	0	0	51	1	0.0196078431372549
8823	1452	49	3	0	0	0	52	3	0.057692307692307696
8824	1525	45	5	0	0	0	50	5	0.1
8825	1477	56	1	0	0	0	57	1	0.017543859649122806
8826	1438	49	3	1	0	0	53	4	0.07547169811320754
8827	1516	40	3	0	0	0	43	3	0.06976744186046512
8828	1468	53	3	0	0	0	56	3	0.05357142857142857
8829	1502	43	2	0	0	0	45	2	0.044444444444444446
883	1429	42	3	0	0	0	45	3	0.06666666666666667
8830	1475	61	1	0	0	0	62	1	0.016129032258064516
8831	1490	49	3	0	0	0	52	3	0.057692307692307696
8832	1478	49	2	0	0	0	51	2	0.0392156862745098
8833	1476	39	6	0	0	0	45	6	0.13333333333333333
8834	1447	44	2	0	0	0	46	2	0.043478260869565216
8835	1487	40	4	1	0	0	45	5	0.1111111111111111
8836	1470	41	4	0	0	0	45	4	0.08888888888888889
8837	1467	49	3	0	0	0	52	3	0.057692307692307696
8838	1484	36	2	0	0	0	38	2	0.05263157894736842
8839	1454	42	3	0	0	0	45	3	0.06666666666666667
884	1429	45	1	0	0	0	46	1	0.021739130434782608
8840	1492	39	2	0	0	0	41	2	0.04878048780487805
8841	1488	45	2	1	0	0	48	3	0.0625
8842	1469	57	1	0	0	0	58	1	0.017241379310344827
8843	1466	53	1	0	0	0	54	1	0.018518518518518517
8844	1469	46	2	0	0	0	48	2	0.041666666666666664
8845	1482	50	3	0	0	0	53	3	0.05660377358490566
8846	1523	34	2	0	0	0	36	2	0.05555555555555555
8847	1436	42	3	0	0	0	45	3	0.06666666666666667
8848	1468	46	0	0	0	0	46	0	0
8849	1459	40	5	1	0	0	46	6	0.13043478260869565
885	1505	49	1	0	0	0	50	1	0.02
8850	1498	52	2	0	0	0	54	2	0.037037037037037035
8851	1446	43	2	0	0	0	45	2	0.044444444444444446
8852	1460	42	6	0	0	0	48	6	0.125
8853	1463	50	2	0	0	0	52	2	0.038461538461538464
8854	1455	45	1	0	0	0	46	1	0.021739130434782608
8855	1511	45	2	0	0	0	47	2	0.0425531914893617
8856	1464	39	4	0	0	0	43	4	0.09302325581395349
8857	1486	36	1	0	0	0	37	1	0.02702702702702703
8858	1489	51	2	1	0	0	54	3	0.05555555555555555
8859	1440	57	4	0	0	0	61	4	0.06557377049180328
886	1493	44	2	0	0	0	46	2	0.043478260869565216
8860	1451	43	1	0	0	0	44	1	0.022727272727272728
8861	1475	39	1	1	0	0	41	2	0.04878048780487805
8862	1478	51	7	1	0	0	59	8	0.13559322033898305
8863	1495	48	1	0	0	0	49	1	0.02040816326530612
8864	1464	44	0	0	0	0	44	0	0
8865	1489	49	3	0	0	0	52	3	0.057692307692307696
8866	1471	44	1	0	0	0	45	1	0.022222222222222223
8867	1481	47	3	1	0	0	51	4	0.0784313725490196
8868	1492	46	1	0	0	0	47	1	0.02127659574468085
8869	1470	46	2	0	0	0	48	2	0.041666666666666664
887	1470	57	0	0	0	0	57	0	0
8870	1522	39	4	0	0	0	43	4	0.09302325581395349
8871	1484	40	3	0	0	0	43	3	0.06976744186046512
8872	1489	45	1	0	0	0	46	1	0.021739130434782608
8873	1508	47	3	0	0	0	50	3	0.06
8874	1455	35	2	0	0	0	37	2	0.05405405405405406
8875	1470	38	3	0	0	0	41	3	0.07317073170731707
8876	1457	43	4	0	0	0	47	4	0.0851063829787234
8877	1463	38	1	0	0	0	39	1	0.02564102564102564
8878	1488	36	6	0	0	0	42	6	0.14285714285714285
8879	1453	48	1	0	0	0	49	1	0.02040816326530612
888	1485	39	2	0	0	0	41	2	0.04878048780487805
8880	1460	42	7	0	0	0	49	7	0.14285714285714285
8881	1471	43	3	0	0	0	46	3	0.06521739130434782
8882	1494	46	4	0	0	0	50	4	0.08
8883	1448	42	5	0	0	0	47	5	0.10638297872340426
8884	1457	49	3	0	0	0	52	3	0.057692307692307696
8885	1465	45	3	0	0	0	48	3	0.0625
8886	1479	52	3	0	0	0	55	3	0.05454545454545454
8887	1453	41	1	0	0	0	42	1	0.023809523809523808
8888	1463	41	1	0	0	0	42	1	0.023809523809523808
8889	1473	39	3	0	0	0	42	3	0.07142857142857142
889	1524	43	2	1	0	0	46	3	0.06521739130434782
8890	1450	42	2	0	0	0	44	2	0.045454545454545456
8891	1479	53	2	0	0	0	55	2	0.03636363636363636
8892	1468	49	2	0	0	0	51	2	0.0392156862745098
8893	1495	54	1	0	0	0	55	1	0.01818181818181818
8894	1465	40	2	0	0	0	42	2	0.047619047619047616
8895	1471	42	2	0	0	0	44	2	0.045454545454545456
8896	1464	44	1	0	0	0	45	1	0.022222222222222223
8897	1443	34	5	0	0	0	39	5	0.1282051282051282
8898	1504	47	1	0	0	0	48	1	0.020833333333333332
8899	1464	35	0	0	0	0	35	0	0
89	1458	46	3	0	0	0	49	3	0.061224489795918366
890	1452	44	4	1	0	0	49	5	0.10204081632653061
8900	1463	53	1	0	0	0	54	1	0.018518518518518517
8901	1465	47	2	0	0	0	49	2	0.04081632653061224
8902	1458	53	3	0	0	0	56	3	0.05357142857142857
8903	1504	36	2	0	0	0	38	2	0.05263157894736842
8904	1464	46	1	0	0	0	47	1	0.02127659574468085
8905	1494	44	2	0	0	0	46	2	0.043478260869565216
8906	1488	41	1	0	0	0	42	1	0.023809523809523808
8907	1493	46	4	0	0	0	50	4	0.08
8908	1465	44	3	0	0	0	47	3	0.06382978723404255
8909	1494	51	2	0	0	0	53	2	0.03773584905660377
891	1503	45	1	0	0	0	46	1	0.021739130434782608
8910	1460	51	4	0	0	0	55	4	0.07272727272727272
8911	1465	43	2	0	0	0	45	2	0.044444444444444446
8912	1448	56	3	0	0	0	59	3	0.05084745762711865
8913	1450	32	2	1	0	0	35	3	0.08571428571428572
8914	1504	30	5	0	0	0	35	5	0.14285714285714285
8915	1477	41	1	0	0	0	42	1	0.023809523809523808
8916	1466	53	2	0	0	0	55	2	0.03636363636363636
8917	1465	43	2	0	0	0	45	2	0.044444444444444446
8918	1462	40	3	0	0	0	43	3	0.06976744186046512
8919	1461	48	2	0	0	0	50	2	0.04
892	1457	58	3	0	0	0	61	3	0.04918032786885246
8920	1466	40	2	0	0	0	42	2	0.047619047619047616
8921	1457	40	4	0	0	0	44	4	0.09090909090909091
8922	1486	35	3	0	0	0	38	3	0.07894736842105263
8923	1481	40	3	0	0	0	43	3	0.06976744186046512
8924	1492	57	3	0	0	0	60	3	0.05
8925	1478	50	2	0	0	0	52	2	0.038461538461538464
8926	1459	37	1	0	0	0	38	1	0.02631578947368421
8927	1437	47	3	0	0	0	50	3	0.06
8928	1463	42	6	0	0	0	48	6	0.125
8929	1456	64	3	0	0	0	67	3	0.04477611940298507
893	1475	37	2	0	0	0	39	2	0.05128205128205128
8930	1483	52	0	0	0	0	52	0	0
8931	1454	53	4	0	0	0	57	4	0.07017543859649122
8932	1472	46	0	0	0	0	46	0	0
8933	1442	60	2	0	0	0	62	2	0.03225806451612903
8934	1496	45	5	0	0	0	50	5	0.1
8935	1500	52	1	0	0	0	53	1	0.018867924528301886
8936	1486	48	2	0	0	0	50	2	0.04
8937	1489	41	2	0	0	0	43	2	0.046511627906976744
8938	1472	69	3	0	0	0	72	3	0.041666666666666664
8939	1486	35	2	0	0	0	37	2	0.05405405405405406
894	1470	52	2	0	0	0	54	2	0.037037037037037035
8940	1475	42	2	0	0	0	44	2	0.045454545454545456
8941	1462	41	2	0	0	0	43	2	0.046511627906976744
8942	1512	33	2	0	0	0	35	2	0.05714285714285714
8943	1497	43	2	0	0	0	45	2	0.044444444444444446
8944	1481	46	1	1	0	0	48	2	0.041666666666666664
8945	1444	60	2	0	0	0	62	2	0.03225806451612903
8946	1472	42	3	0	0	0	45	3	0.06666666666666667
8947	1471	48	2	0	0	0	50	2	0.04
8948	1457	50	0	0	0	0	50	0	0
8949	1457	36	2	0	0	0	38	2	0.05263157894736842
895	1468	49	4	0	0	0	53	4	0.07547169811320754
8950	1483	45	1	0	0	0	46	1	0.021739130434782608
8951	1472	48	4	0	0	0	52	4	0.07692307692307693
8952	1465	60	2	0	0	0	62	2	0.03225806451612903
8953	1521	46	4	0	0	0	50	4	0.08
8954	1470	52	4	0	0	0	56	4	0.07142857142857142
8955	1468	49	3	0	0	0	52	3	0.057692307692307696
8956	1467	50	4	0	0	0	54	4	0.07407407407407407
8957	1478	42	1	0	0	0	43	1	0.023255813953488372
8958	1490	44	3	1	0	0	48	4	0.08333333333333333
8959	1468	54	3	0	0	0	57	3	0.05263157894736842
896	1463	44	1	0	0	0	45	1	0.022222222222222223
8960	1489	39	6	0	0	0	45	6	0.13333333333333333
8961	1492	44	3	0	0	0	47	3	0.06382978723404255
8962	1431	43	4	0	0	0	47	4	0.0851063829787234
8963	1458	49	2	0	0	0	51	2	0.0392156862745098
8964	1478	54	5	0	0	0	59	5	0.0847457627118644
8965	1477	46	4	0	0	0	50	4	0.08
8966	1455	50	3	0	0	0	53	3	0.05660377358490566
8967	1488	47	1	0	0	0	48	1	0.020833333333333332
8968	1436	38	3	0	0	0	41	3	0.07317073170731707
8969	1485	38	2	0	0	0	40	2	0.05
897	1474	43	3	0	0	0	46	3	0.06521739130434782
8970	1458	45	3	0	0	0	48	3	0.0625
8971	1507	39	0	1	0	0	40	1	0.025
8972	1445	49	0	0	0	0	49	0	0
8973	1443	43	1	1	0	0	45	2	0.044444444444444446
8974	1487	46	1	0	0	0	47	1	0.02127659574468085
8975	1480	47	3	0	0	0	50	3	0.06
8976	1458	45	3	0	0	0	48	3	0.0625
8977	1486	46	1	0	0	0	47	1	0.02127659574468085
8978	1477	45	2	0	0	0	47	2	0.0425531914893617
8979	1480	45	4	0	0	0	49	4	0.08163265306122448
898	1417	46	1	0	0	0	47	1	0.02127659574468085
