hog	anaPla	aptFor	aptHaa	aptOwe	aptRow	aquChr	balReg	calAnn	casCas	chaPel	chaVoc	colLiv	corBra	cryCin	cucCan	droNov	egrGar	eudEle	falPer	ficAlb	fulGla	galGal	geoFor	halLeu	lepDis	melGal	melUnd	mesUni	nipNip	notPer	picPub	pseHum	pygAde	rheAme	rhePen	serCan	strCam	taeGut	tinGut	align_len	avg_gapped_len	avg_ident	gaps_bp_tot	gaps_bp_avg	missing_ct	dup_ct
4895	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	925	670.18	81.55	0.13	0.16	1	1
4896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	615	509.45	95.63	0.01	0.02	0	0
4898	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	1	NA	NA	NA	1	1	1	NA	1	NA	1	1	1	1	NA	1	1	1	NA	1	NA	827	617.22	69.04	0.09	0.17	11	0
4900	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	1	1	1	NA	NA	1	1	NA	1	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	1	1	NA	1	NA	300	229.69	71.23	0.13	0.46	18	0
4901	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	160	133.39	82.1	0.01	0.01	1	1
4904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1113	940.49	87.5	0.05	0.1	0	0
4911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	557	365.16	75.63	0.06	0.08	0	1
4912	NA	1	1	1	1	1	NA	NA	1	1	1	1	1	1	2	1	1	1	1	NA	NA	1	NA	2	NA	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	347	262.52	89.34	0.13	0.25	9	2
4913	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	455	398.38	79.12	0.05	0.09	5	0
4915	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	591	460.07	85.35	0.09	2.96	4	0
4916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	227	155.12	90.24	0.17	0.17	2	0
4918	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	510	440.98	86.8	0.03	0.13	0	0
4919	2	2	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	1	2	1	3	2	2	1	1	1	1	2	1	578	489.25	75.11	0.04	0.07	0	18
4920	NA	1	NA	NA	1	1	NA	1	1	NA	NA	1	1	2	2	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	2	1	1	2	NA	1	1	1	NA	1	1	360	224.59	88.7	0.18	0.21	13	4
4921	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	280	192.52	82.19	0.15	0.15	1	0
4923	1	NA	NA	1	1	1	NA	NA	NA	1	1	1	1	1	1	NA	1	1	1	1	1	2	1	1	1	NA	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	160	133.52	82.18	0.05	0.05	10	1
4925	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	451	271.12	92.82	0.13	0.13	1	0
4926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	128	115.23	96.73	0.02	0.03	1	0
4927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	341	294.64	94.99	0.04	0.04	1	0
4928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	254	165.39	88.75	0.08	0.08	1	0
4929	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	577	469.33	86.91	0.08	0.12	5	0
493	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	NA	1	380	273.04	68.68	0.17	0.22	1	4
4930	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	418	305.36	95.22	0.04	0.05	2	1
4931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	255	196	96.38	0.12	0.12	2	0
4932	1	1	1	1	1	1	NA	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	876	702.45	96.39	0.06	0.08	4	1
4933	1	1	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	291	229.38	83.08	0.04	0.08	4	0
4935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1942	1714.75	83.47	0.06	0.15	1	0
4936	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	2	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	326	255.78	69.41	0.14	0.19	4	1
4937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	476	428.6	98.36	0.01	0.02	0	0
4939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	403	349.4	95.44	0.01	0.01	0	0
4940	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	403	348.91	94.83	0.02	0.07	0	7
4942	1	1	1	1	1	1	1	1	1	1	1	1	1	3	NA	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	244	169.68	87.42	0.03	0.02	4	1
4943	1	1	1	1	NA	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	141	121.8	72.2	0.03	0.04	3	0
4948	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	564	303.44	86.18	0.14	0.16	0	0
4949	NA	1	2	1	1	NA	NA	NA	1	NA	1	1	NA	1	1	2	1	1	1	NA	NA	NA	NA	1	1	NA	1	1	1	NA	NA	NA	NA	1	1	NA	1	NA	NA	1125	487.58	69.11	0.37	0.58	18	2
4951	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	NA	1	595	418.02	84.29	0.14	0.17	6	0
4952	NA	1	NA	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	NA	618	461.86	86.17	0.09	0.11	9	0
4953	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	244	152.1	83.74	0.35	0.36	4	0
4954	NA	NA	1	1	1	1	NA	NA	1	NA	NA	1	1	1	1	1	NA	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	1	NA	NA	359	287.18	95.14	0.14	0.15	17	0
4955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	761	661.05	90.71	0.05	0.13	1	0
4956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	272	225.4	94.58	0.03	0.06	1	1
4957	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	657	548	91.8	0.09	0.26	1	0
4961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	356	240.88	81.11	0.35	0.36	2	0
4962	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	438	330.67	96.89	0.08	0.62	0	0
4963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1268	937.5	91.58	0.08	0.19	1	1
4964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	2191	1793.9	70.49	0.08	0.16	3	0
4965	1	1	1	1	1	NA	NA	2	1	1	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	NA	NA	202	139.78	80.3	0.08	0.08	10	1
4967	1	1	1	1	1	1	NA	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	NA	1	1	1	1	1	1	1	3	1	1	2	636	542.43	96.69	0.06	0.09	2	5
4968	NA	1	1	1	1	1	NA	NA	1	NA	NA	1	NA	1	1	1	NA	1	NA	1	NA	1	NA	1	NA	NA	1	NA	1	1	1	1	1	1	1	1	NA	NA	NA	664	494.81	85.11	0.2	0.36	16	0
4970	NA	NA	1	1	1	1	NA	1	1	NA	NA	1	NA	1	NA	1	NA	NA	1	1	NA	1	NA	1	NA	NA	1	NA	1	NA	1	1	NA	1	1	NA	1	NA	1	255	178.83	73.75	0.12	0.18	18	0
4973	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	510	445.98	98.01	0.03	0.04	1	0
4979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	548	431.91	93.03	0.07	0.1	1	0
4981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1264	1084.5	76.65	0.06	0.06	0	0
4982	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	518	366.86	74.19	0.21	0.24	0	12
4984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2047	1872.4	95.56	0.01	0.03	0	0
4985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	643	557.71	95.28	0.02	0.02	0	0
4986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	384	260.38	90.84	0.33	0.33	2	0
4987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	800	658.98	98.37	0.06	0.11	2	0
4988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	353	331.07	92.68	0.03	0.04	1	0
4989	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	2	1	1	1	1	485	458.45	91.22	0.02	0.05	3	1
4990	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	718	513.59	93.01	0.16	0.26	3	0
4991	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	523	388.54	80.88	0.13	0.24	5	0
4995	1	1	1	1	1	1	2	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	2	1	1	1	1	NA	NA	1	1	1	1	1	1	1	880	748.79	79.69	0.05	0.05	4	2
4997	1	NA	NA	NA	NA	NA	NA	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	NA	1	NA	NA	1	1	1	NA	1	1	1	1	NA	1	1	NA	NA	1	NA	278	216.65	89.4	0.17	0.23	17	0
4998	NA	NA	1	NA	NA	1	NA	1	1	NA	1	NA	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	1	NA	NA	1	1	1	NA	1	1	1	NA	1	NA	110	91.96	93.76	0.03	0.03	19	0
4999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	154	100.83	83.53	0.12	0.12	2	0
5000	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1262	1127.38	87.58	0.03	0.05	1	0
5002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3108	2738.18	80.46	0.04	0.07	0	0
5003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1084	916.02	94.12	0.06	0.14	2	0
5005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	629	469.59	88.74	0.14	0.93	0	0
5006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	347	247.63	82.94	0.18	0.18	0	0
5007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	661	576.76	96.46	0.03	0.11	0	0
5008	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	618	541.89	93.86	0.03	0.05	1	0
501	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	2	1	1	NA	1	1	1	1	1	1	1	1	1	2	1	1021	609.07	94.33	0.07	0.06	3	2
5010	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	592	533.26	86.21	0.02	0.02	0	0
5011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	692	614	86	0.03	0.06	1	0
5012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	773	646.16	96.31	0.09	0.22	0	1
5015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	NA	280	234.6	81.99	0.03	0.06	3	0
5017	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	753	597.32	88.51	0.08	0.11	6	0
5018	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	266	198.31	85.63	0.13	0.13	0	0
5019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	773	700.31	82.52	0.06	0.23	0	0
5020	1	NA	1	NA	2	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	179	123.91	53.15	0.12	0.15	4	1
5021	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	NA	NA	1	1	NA	NA	1034	567.9	78.83	0.37	0.62	6	1
5022	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	209	137.62	85.76	0.08	0.09	6	0
5023	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	735	534.55	72.66	0.16	0.28	0	11
5025	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	444	330.5	83.19	0.16	0.18	0	9
5026	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	441	297.88	80.43	0.11	0.1	2	0
5029	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	333	290.39	89.69	0.05	0.36	2	0
5033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	642	497.98	93.49	0.05	0.1	1	0
5035	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	NA	1	794	396.11	68.39	0.19	0.19	6	1
5037	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	NA	NA	558	427.54	76.57	0.17	0.29	8	0
5038	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	NA	1	1	1	1	1	1	1	1	1	2	413	375.43	96.64	0.04	0.04	1	3
504	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	949	594.7	61.03	0.19	0.44	0	9
5041	NA	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	2	1	1	1	1	NA	NA	1	1	NA	1	1	205	155.95	81.07	0.09	0.11	6	1
5042	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	326	246.02	90.75	0.1	0.16	3	0
5043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1833	1613.91	88.23	0.04	0.24	1	0
5044	1	1	1	1	1	1	1	NA	1	NA	1	NA	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	NA	1	1	1	1	1	1	1	NA	399	350.31	76.3	0.08	0.14	10	0
5046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	876	744.34	96.5	0.05	0.48	0	0
5047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	717	623.91	92.63	0.05	0.17	0	0
5048	1	1	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	NA	1	1	547	319.91	88.31	0.13	0.15	3	1
5049	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	NA	1	1	NA	1	868	659.59	73.62	0.15	0.25	6	0
5051	1	1	1	1	1	1	NA	1	1	NA	1	1	1	2	2	2	1	2	2	2	NA	2	1	2	1	1	2	1	2	2	NA	2	1	2	2	1	1	2	2	224	152.49	85.75	0.15	0.16	4	16
5052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	438	301.2	94.52	0.1	0.16	1	2
5053	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	842	762.36	95.14	0.02	0.02	0	1
5054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	236	174.69	93.69	0.11	0.11	1	0
5055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	808	551.41	87.14	0.12	0.15	0	0
5057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	NA	256	169.46	78.72	0.14	0.19	2	0
5058	NA	NA	1	1	1	2	NA	NA	1	NA	1	NA	NA	1	NA	1	1	1	NA	NA	NA	1	NA	2	NA	1	NA	NA	1	1	NA	NA	1	1	1	NA	1	NA	1	794	511.46	58.21	0.31	0.42	19	2
5059	NA	1	NA	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	1	NA	NA	1	2	1	1	NA	NA	NA	1	NA	1	NA	1141	702.66	83.18	0.32	0.64	15	1
5060	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	NA	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	NA	830	625.46	84.58	0.14	0.3	8	0
5061	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	2	NA	275	220.19	73.12	0.1	0.14	8	1
5062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	663	545.55	94.19	0.07	0.11	1	0
5064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	512	426.68	93.52	0.07	0.07	0	0
5065	NA	1	1	1	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	NA	1	1	NA	1	1	1	1	NA	NA	NA	NA	NA	1	NA	1276	763.72	66.38	0.51	0.7	19	0
5066	1	1	1	1	1	1	NA	NA	1	NA	1	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	1	1	NA	1	1	1	692	596.08	82.99	0.06	0.12	17	0
5067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1519	1123.96	92.16	0.06	0.3	0	0
5068	1	NA	1	1	1	NA	NA	1	NA	NA	NA	1	1	1	1	1	NA	1	1	1	NA	NA	NA	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	261	194.58	91.71	0.16	0.21	12	0
5069	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	NA	1	383	296.21	63.82	0.23	0.35	6	0
507	1	1	1	1	2	1	1	NA	3	1	1	1	1	1	NA	2	NA	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	2	1	1	1	1	306	156.21	64.58	0.43	0.48	7	4
5070	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1019	856.96	96.71	0.06	0.15	0	1
5071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	883	733.29	92.18	0.05	0.06	0	0
5073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	489	394	94.26	0.04	0.04	0	0
5074	1	1	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	267	197.74	92.41	0.2	0.23	3	0
5075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	NA	NA	1	1	1	1	1	NA	NA	NA	1	1	366	285.51	87	0.18	0.19	6	0
5076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	621	557.89	93.47	0.02	0.02	0	0
5077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2480	2218.93	86.44	0.08	0.09	0	0
5078	NA	NA	1	NA	1	1	1	NA	2	NA	NA	NA	1	1	NA	1	NA	1	1	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	1	1	NA	1	2	1	1	1	NA	237	110.42	77.05	0.3	0.27	18	2
5079	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	950	678.78	89.74	0.11	0.17	0	2
