# Assembly name:  Gallus_gallus-4.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2011-11-22
# Synonyms:       galGal4	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN03
# Assembly method: Celera Assembler v. 5.4
# Genome coverage: 12X
# Sequencing technology: Sanger; 454
# GenBank assembly accession: GCA_000002315.2
# RefSeq assembly accession: GCF_000002315.3
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.2	GCF_000000185.2	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrUn_7180000968301	unplaced-scaffold	na	na	AADN03024402.1	=	NW_003771551.1	Primary Assembly	1043	chrUn_AADN03024402
ChrUn_7180000977075	unplaced-scaffold	na	na	AADN03024403.1	=	NW_003778306.1	Primary Assembly	1002	chrUn_AADN03024403
ChrUn_7180000975441	unplaced-scaffold	na	na	AADN03024404.1	=	NW_003776779.1	Primary Assembly	1161	chrUn_AADN03024404
ChrUn_7180000979322	unplaced-scaffold	na	na	AADN03024407.1	=	NW_003779830.1	Primary Assembly	5887	chrUn_AADN03024407
ChrUn_7180000973501	unplaced-scaffold	na	na	AADN03024408.1	=	NW_003775032.1	Primary Assembly	2555	chrUn_AADN03024408
ChrUn_7180000963503	unplaced-scaffold	na	na	AADN03024409.1	=	NW_003767614.1	Primary Assembly	1042	chrUn_AADN03024409
ChrUn_7180000963423	unplaced-scaffold	na	na	AADN03024410.1	=	NW_003767555.1	Primary Assembly	1315	chrUn_AADN03024410
ChrUn_7180000973881	unplaced-scaffold	na	na	AADN03024411.1	=	NW_003775367.1	Primary Assembly	1086	chrUn_AADN03024411
ChrUn_7180000969489	unplaced-scaffold	na	na	AADN03024412.1	=	NW_003772201.1	Primary Assembly	1052	chrUn_AADN03024412
ChrUn_7180000973452	unplaced-scaffold	na	na	AADN03024413.1	=	NW_003774992.1	Primary Assembly	1032	chrUn_AADN03024413
ChrUn_7180000963196	unplaced-scaffold	na	na	AADN03024414.1	=	NW_003767383.1	Primary Assembly	1323	chrUn_AADN03024414
ChrUn_7180000977977	unplaced-scaffold	na	na	AADN03024415.1	=	NW_003779048.1	Primary Assembly	1598	chrUn_AADN03024415
ChrUn_7180000968302	unplaced-scaffold	na	na	AADN03024416.1	=	NW_003771552.1	Primary Assembly	1115	chrUn_AADN03024416
ChrUn_7180000976592	unplaced-scaffold	na	na	AADN03024417.1	=	NW_003777861.1	Primary Assembly	1797	chrUn_AADN03024417
ChrUn_7180000975988	unplaced-scaffold	na	na	AADN03024420.1	=	NW_003777291.1	Primary Assembly	1026	chrUn_AADN03024420
ChrUn_7180000975967	unplaced-scaffold	na	na	AADN03024421.1	=	NW_003777272.1	Primary Assembly	1072	chrUn_AADN03024421
ChrUn_7180000971044	unplaced-scaffold	na	na	AADN03024422.1	=	NW_003772926.1	Primary Assembly	1284	chrUn_AADN03024422
ChrUn_7180000974455	unplaced-scaffold	na	na	AADN03024423.1	=	NW_003775887.1	Primary Assembly	1121	chrUn_AADN03024423
ChrUn_7180000974432	unplaced-scaffold	na	na	AADN03024424.1	=	NW_003775867.1	Primary Assembly	1020	chrUn_AADN03024424
ChrUn_7180000974872	unplaced-scaffold	na	na	AADN03024425.1	=	NW_003776264.1	Primary Assembly	3426	chrUn_AADN03024425
ChrUn_7180000974040	unplaced-scaffold	na	na	AADN03024427.1	=	NW_003775507.1	Primary Assembly	1760	chrUn_AADN03024427
ChrUn_7180000972907	unplaced-scaffold	na	na	AADN03024428.1	=	NW_003774524.1	Primary Assembly	1120	chrUn_AADN03024428
ChrUn_7180000976960	unplaced-scaffold	na	na	AADN03024429.1	=	NW_003778205.1	Primary Assembly	3460	chrUn_AADN03024429
ChrUn_7180000968515	unplaced-scaffold	na	na	AADN03024430.1	=	NW_003771747.1	Primary Assembly	1439	chrUn_AADN03024430
ChrUn_7180000971553	unplaced-scaffold	na	na	AADN03024431.1	=	NW_003773353.1	Primary Assembly	1099	chrUn_AADN03024431
ChrUn_7180000972127	unplaced-scaffold	na	na	AADN03024432.1	=	NW_003773839.1	Primary Assembly	1279	chrUn_AADN03024432
ChrUn_7180000973809	unplaced-scaffold	na	na	AADN03024433.1	=	NW_003775306.1	Primary Assembly	1084	chrUn_AADN03024433
ChrUn_7180000978669	unplaced-scaffold	na	na	AADN03024435.1	=	NW_003779468.1	Primary Assembly	1095	chrUn_AADN03024435
ChrUn_7180000972553	unplaced-scaffold	na	na	AADN03024436.1	=	NW_003774206.1	Primary Assembly	1749	chrUn_AADN03024436
ChrUn_7180000972550	unplaced-scaffold	na	na	AADN03024437.1	=	NW_003774203.1	Primary Assembly	8462	chrUn_AADN03024437
ChrUn_7180000965057	unplaced-scaffold	na	na	AADN03024438.1	=	NW_003768903.1	Primary Assembly	1258	chrUn_AADN03024438
ChrUn_7180000976121	unplaced-scaffold	na	na	AADN03024439.1	=	NW_003777416.1	Primary Assembly	1020	chrUn_AADN03024439
ChrUn_7180000962893	unplaced-scaffold	na	na	AADN03024440.1	=	NW_003767167.1	Primary Assembly	1138	chrUn_AADN03024440
ChrUn_7180000973427	unplaced-scaffold	na	na	AADN03024441.1	=	NW_003774972.1	Primary Assembly	1047	chrUn_AADN03024441
ChrUn_7180000972042	unplaced-scaffold	na	na	AADN03024442.1	=	NW_003773761.1	Primary Assembly	9417	chrUn_AADN03024442
ChrUn_7180000966173	unplaced-scaffold	na	na	AADN03024443.1	=	NW_003769869.1	Primary Assembly	1279	chrUn_AADN03024443
ChrUn_7180000972942	unplaced-scaffold	na	na	AADN03024444.1	=	NW_003774555.1	Primary Assembly	1101	chrUn_AADN03024444
ChrUn_7180000973053	unplaced-scaffold	na	na	AADN03024445.1	=	NW_003774651.1	Primary Assembly	971	chrUn_AADN03024445
ChrUn_7180000974579	unplaced-scaffold	na	na	AADN03024446.1	=	NW_003776006.1	Primary Assembly	1378	chrUn_AADN03024446
ChrUn_7180000970984	unplaced-scaffold	na	na	AADN03024447.1	=	NW_003772881.1	Primary Assembly	1614	chrUn_AADN03024447
ChrUn_7180000963604	unplaced-scaffold	na	na	AADN03024449.1	=	NW_003767695.1	Primary Assembly	1023	chrUn_AADN03024449
ChrUn_7180000973316	unplaced-scaffold	na	na	AADN03024450.1	=	NW_003774881.1	Primary Assembly	1168	chrUn_AADN03024450
ChrUn_7180000975200	unplaced-scaffold	na	na	AADN03024452.1	=	NW_003776557.1	Primary Assembly	1117	chrUn_AADN03024452
ChrUn_7180000969898	unplaced-scaffold	na	na	AADN03024454.1	=	NW_003772339.1	Primary Assembly	1057	chrUn_AADN03024454
ChrUn_7180000964990	unplaced-scaffold	na	na	AADN03024455.1	=	NW_003768849.1	Primary Assembly	1038	chrUn_AADN03024455
ChrUn_7180000964679	unplaced-scaffold	na	na	AADN03024457.1	=	NW_003768588.1	Primary Assembly	1158	chrUn_AADN03024457
ChrUn_7180000967916	unplaced-scaffold	na	na	AADN03024458.1	=	NW_003771288.1	Primary Assembly	1586	chrUn_AADN03024458
ChrUn_7180000970734	unplaced-scaffold	na	na	AADN03024459.1	=	NW_003772687.1	Primary Assembly	4266	chrUn_AADN03024459
ChrUn_7180000967156	unplaced-scaffold	na	na	AADN03024460.1	=	NW_003770725.1	Primary Assembly	1099	chrUn_AADN03024460
ChrUn_7180000964687	unplaced-scaffold	na	na	AADN03024462.1	=	NW_003768596.1	Primary Assembly	1223	chrUn_AADN03024462
ChrUn_7180000976355	unplaced-scaffold	na	na	AADN03024463.1	=	NW_003777638.1	Primary Assembly	1265	chrUn_AADN03024463
ChrUn_7180000967231	unplaced-scaffold	na	na	AADN03024464.1	=	NW_003770786.1	Primary Assembly	1828	chrUn_AADN03024464
ChrUn_7180000966069	unplaced-scaffold	na	na	AADN03024465.1	=	NW_003769778.1	Primary Assembly	1063	chrUn_AADN03024465
ChrUn_7180000962782	unplaced-scaffold	na	na	AADN03024466.1	=	NW_003767084.1	Primary Assembly	1462	chrUn_AADN03024466
ChrUn_7180000963981	unplaced-scaffold	na	na	AADN03024469.1	=	NW_003767994.1	Primary Assembly	1144	chrUn_AADN03024469
ChrUn_7180000964505	unplaced-scaffold	na	na	AADN03024470.1	=	NW_003768439.1	Primary Assembly	1157	chrUn_AADN03024470
ChrUn_7180000969986	unplaced-scaffold	na	na	AADN03024471.1	=	NW_003772410.1	Primary Assembly	1266	chrUn_AADN03024471
ChrUn_7180000974669	unplaced-scaffold	na	na	AADN03024472.1	=	NW_003776080.1	Primary Assembly	1225	chrUn_AADN03024472
ChrUn_7180000964125	unplaced-scaffold	na	na	AADN03024473.1	=	NW_003768118.1	Primary Assembly	1031	chrUn_AADN03024473
ChrUn_7180000976397	unplaced-scaffold	na	na	AADN03024474.1	=	NW_003777677.1	Primary Assembly	2064	chrUn_AADN03024474
ChrUn_7180000967162	unplaced-scaffold	na	na	AADN03024477.1	=	NW_003770730.1	Primary Assembly	1973	chrUn_AADN03024477
ChrUn_7180000971612	unplaced-scaffold	na	na	AADN03024478.1	=	NW_003773403.1	Primary Assembly	1356	chrUn_AADN03024478
ChrUn_7180000971026	unplaced-scaffold	na	na	AADN03024479.1	=	NW_003772914.1	Primary Assembly	1172	chrUn_AADN03024479
ChrUn_7180000974215	unplaced-scaffold	na	na	AADN03024480.1	=	NW_003775673.1	Primary Assembly	1255	chrUn_AADN03024480
ChrUn_7180000973122	unplaced-scaffold	na	na	AADN03024481.1	=	NW_003774712.1	Primary Assembly	1039	chrUn_AADN03024481
ChrUn_7180000972520	unplaced-scaffold	na	na	AADN03024482.1	=	NW_003774176.1	Primary Assembly	1084	chrUn_AADN03024482
ChrUn_7180000972496	unplaced-scaffold	na	na	AADN03024483.1	=	NW_003774155.1	Primary Assembly	5421	chrUn_AADN03024483
ChrUn_7180000970635	unplaced-scaffold	na	na	AADN03024484.1	=	NW_003772624.1	Primary Assembly	1420	chrUn_AADN03024484
ChrUn_7180000974397	unplaced-scaffold	na	na	AADN03024485.1	=	NW_003775836.1	Primary Assembly	1611	chrUn_AADN03024485
ChrUn_7180000974251	unplaced-scaffold	na	na	AADN03024486.1	=	NW_003775704.1	Primary Assembly	1147	chrUn_AADN03024486
ChrUn_7180000976358	unplaced-scaffold	na	na	AADN03024487.1	=	NW_003777641.1	Primary Assembly	1168	chrUn_AADN03024487
ChrUn_7180000974152	unplaced-scaffold	na	na	AADN03024488.1	=	NW_003775616.1	Primary Assembly	1107	chrUn_AADN03024488
ChrUn_7180000977069	unplaced-scaffold	na	na	AADN03024489.1	=	NW_003778301.1	Primary Assembly	1111	chrUn_AADN03024489
ChrUn_7180000977754	unplaced-scaffold	na	na	AADN03024490.1	=	NW_003778874.1	Primary Assembly	1142	chrUn_AADN03024490
ChrUn_7180000970965	unplaced-scaffold	na	na	AADN03024492.1	=	NW_003772864.1	Primary Assembly	1000	chrUn_AADN03024492
ChrUn_7180000973602	unplaced-scaffold	na	na	AADN03024493.1	=	NW_003775123.1	Primary Assembly	1035	chrUn_AADN03024493
ChrUn_7180000964884	unplaced-scaffold	na	na	AADN03024494.1	=	NW_003768761.1	Primary Assembly	1122	chrUn_AADN03024494
ChrUn_7180000977724	unplaced-scaffold	na	na	AADN03024495.1	=	NW_003778855.1	Primary Assembly	1108	chrUn_AADN03024495
ChrUn_7180000967647	unplaced-scaffold	na	na	AADN03024496.1	=	NW_003771108.1	Primary Assembly	1109	chrUn_AADN03024496
ChrUn_7180000966175	unplaced-scaffold	na	na	AADN03024497.1	=	NW_003769871.1	Primary Assembly	1176	chrUn_AADN03024497
ChrUn_7180000963306	unplaced-scaffold	na	na	AADN03024498.1	=	NW_003767474.1	Primary Assembly	1543	chrUn_AADN03024498
ChrUn_7180000971338	unplaced-scaffold	na	na	AADN03024499.1	=	NW_003773170.1	Primary Assembly	1106	chrUn_AADN03024499
ChrUn_7180000967165	unplaced-scaffold	na	na	AADN03024501.1	=	NW_003770731.1	Primary Assembly	1235	chrUn_AADN03024501
ChrUn_7180000961360	unplaced-scaffold	na	na	AADN03024502.1	=	NW_003766227.1	Primary Assembly	782	chrUn_AADN03024502
ChrUn_7180000963499	unplaced-scaffold	na	na	AADN03024503.1	=	NW_003767612.1	Primary Assembly	1175	chrUn_AADN03024503
ChrUn_7180000974590	unplaced-scaffold	na	na	AADN03024504.1	=	NW_003776016.1	Primary Assembly	1034	chrUn_AADN03024504
ChrUn_7180000977351	unplaced-scaffold	na	na	AADN03024505.1	=	NW_003778555.1	Primary Assembly	1706	chrUn_AADN03024505
ChrUn_7180000962342	unplaced-scaffold	na	na	AADN03024507.1	=	NW_003766773.1	Primary Assembly	1413	chrUn_AADN03024507
ChrUn_7180000970775	unplaced-scaffold	na	na	AADN03024508.1	=	NW_003772716.1	Primary Assembly	1041	chrUn_AADN03024508
ChrUn_7180000977941	unplaced-scaffold	na	na	AADN03024511.1	=	NW_003779031.1	Primary Assembly	1387	chrUn_AADN03024511
ChrUn_7180000974569	unplaced-scaffold	na	na	AADN03024512.1	=	NW_003775997.1	Primary Assembly	1043	chrUn_AADN03024512
ChrUn_7180000971741	unplaced-scaffold	na	na	AADN03024513.1	=	NW_003773508.1	Primary Assembly	1337	chrUn_AADN03024513
ChrUn_7180000974385	unplaced-scaffold	na	na	AADN03024515.1	=	NW_003775825.1	Primary Assembly	1183	chrUn_AADN03024515
ChrUn_7180000966853	unplaced-scaffold	na	na	AADN03024516.1	=	NW_003770456.1	Primary Assembly	2065	chrUn_AADN03024516
ChrUn_7180000976625	unplaced-scaffold	na	na	AADN03024517.1	=	NW_003777894.1	Primary Assembly	1416	chrUn_AADN03024517
ChrUn_7180000961572	unplaced-scaffold	na	na	AADN03024518.1	=	NW_003766313.1	Primary Assembly	647	chrUn_AADN03024518
ChrUn_7180000963533	unplaced-scaffold	na	na	AADN03024519.1	=	NW_003767637.1	Primary Assembly	1271	chrUn_AADN03024519
ChrUn_7180000966224	unplaced-scaffold	na	na	AADN03024521.1	=	NW_003769915.1	Primary Assembly	1053	chrUn_AADN03024521
ChrUn_7180000972861	unplaced-scaffold	na	na	AADN03024523.1	=	NW_003774486.1	Primary Assembly	1062	chrUn_AADN03024523
ChrUn_7180000972132	unplaced-scaffold	na	na	AADN03024524.1	=	NW_003773842.1	Primary Assembly	1587	chrUn_AADN03024524
ChrUn_7180000962113	unplaced-scaffold	na	na	AADN03024525.1	=	NW_003766614.1	Primary Assembly	1256	chrUn_AADN03024525
ChrUn_7180000967523	unplaced-scaffold	na	na	AADN03024527.1	=	NW_003771034.1	Primary Assembly	1205	chrUn_AADN03024527
ChrUn_7180000975562	unplaced-scaffold	na	na	AADN03024528.1	=	NW_003776886.1	Primary Assembly	2594	chrUn_AADN03024528
ChrUn_7180000972642	unplaced-scaffold	na	na	AADN03024529.1	=	NW_003774286.1	Primary Assembly	953	chrUn_AADN03024529
ChrUn_7180000970991	unplaced-scaffold	na	na	AADN03024530.1	=	NW_003772887.1	Primary Assembly	1236	chrUn_AADN03024530
ChrUn_7180000978573	unplaced-scaffold	na	na	AADN03024531.1	=	NW_003779415.1	Primary Assembly	1610	chrUn_AADN03024531
ChrUn_7180000961871	unplaced-scaffold	na	na	AADN03024533.1	=	NW_003766470.1	Primary Assembly	1031	chrUn_AADN03024533
ChrUn_7180000967418	unplaced-scaffold	na	na	AADN03024535.1	=	NW_003770934.1	Primary Assembly	1051	chrUn_AADN03024535
ChrUn_7180000968646	unplaced-scaffold	na	na	AADN03024536.1	=	NW_003771790.1	Primary Assembly	2108	chrUn_AADN03024536
ChrUn_7180000962237	unplaced-scaffold	na	na	AADN03024538.1	=	NW_003766696.1	Primary Assembly	1216	chrUn_AADN03024538
ChrUn_7180000972955	unplaced-scaffold	na	na	AADN03024539.1	=	NW_003774568.1	Primary Assembly	1026	chrUn_AADN03024539
ChrUn_7180000976901	unplaced-scaffold	na	na	AADN03024540.1	=	NW_003778147.1	Primary Assembly	1479	chrUn_AADN03024540
ChrUn_7180000974177	unplaced-scaffold	na	na	AADN03024541.1	=	NW_003775639.1	Primary Assembly	1093	chrUn_AADN03024541
ChrUn_7180000977001	unplaced-scaffold	na	na	AADN03024542.1	=	NW_003778238.1	Primary Assembly	1059	chrUn_AADN03024542
ChrUn_7180000970861	unplaced-scaffold	na	na	AADN03024543.1	=	NW_003772779.1	Primary Assembly	1095	chrUn_AADN03024543
ChrUn_7180000978591	unplaced-scaffold	na	na	AADN03024545.1	=	NW_003779433.1	Primary Assembly	1180	chrUn_AADN03024545
ChrUn_7180000975109	unplaced-scaffold	na	na	AADN03024546.1	=	NW_003776473.1	Primary Assembly	1111	chrUn_AADN03024546
ChrUn_7180000968958	unplaced-scaffold	na	na	AADN03024548.1	=	NW_003771932.1	Primary Assembly	1109	chrUn_AADN03024548
ChrUn_7180000975519	unplaced-scaffold	na	na	AADN03024549.1	=	NW_003776846.1	Primary Assembly	1168	chrUn_AADN03024549
ChrUn_7180000974924	unplaced-scaffold	na	na	AADN03024550.1	=	NW_003776309.1	Primary Assembly	1026	chrUn_AADN03024550
ChrUn_7180000974141	unplaced-scaffold	na	na	AADN03024551.1	=	NW_003775606.1	Primary Assembly	1117	chrUn_AADN03024551
ChrUn_7180000966704	unplaced-scaffold	na	na	AADN03024552.1	=	NW_003770328.1	Primary Assembly	2158	chrUn_AADN03024552
ChrUn_7180000974324	unplaced-scaffold	na	na	AADN03024553.1	=	NW_003775770.1	Primary Assembly	1140	chrUn_AADN03024553
ChrUn_7180000963458	unplaced-scaffold	na	na	AADN03024554.1	=	NW_003767580.1	Primary Assembly	1164	chrUn_AADN03024554
ChrUn_7180000964927	unplaced-scaffold	na	na	AADN03024555.1	=	NW_003768796.1	Primary Assembly	1149	chrUn_AADN03024555
ChrUn_7180000970425	unplaced-scaffold	na	na	AADN03024556.1	=	NW_003772515.1	Primary Assembly	713	chrUn_AADN03024556
ChrUn_7180000967257	unplaced-scaffold	na	na	AADN03024557.1	=	NW_003770811.1	Primary Assembly	1197	chrUn_AADN03024557
ChrUn_7180000968334	unplaced-scaffold	na	na	AADN03024558.1	=	NW_003771584.1	Primary Assembly	1013	chrUn_AADN03024558
ChrUn_7180000976280	unplaced-scaffold	na	na	AADN03024559.1	=	NW_003777567.1	Primary Assembly	1330	chrUn_AADN03024559
ChrUn_7180000978015	unplaced-scaffold	na	na	AADN03024560.1	=	NW_003779086.1	Primary Assembly	2395	chrUn_AADN03024560
ChrUn_7180000972578	unplaced-scaffold	na	na	AADN03024561.1	=	NW_003774228.1	Primary Assembly	1120	chrUn_AADN03024561
ChrUn_7180000975243	unplaced-scaffold	na	na	AADN03024562.1	=	NW_003776598.1	Primary Assembly	1092	chrUn_AADN03024562
ChrUn_7180000979561	unplaced-scaffold	na	na	AADN03024563.1	=	NW_003780004.1	Primary Assembly	1273	chrUn_AADN03024563
ChrUn_7180000964533	unplaced-scaffold	na	na	AADN03024564.1	=	NW_003768464.1	Primary Assembly	1027	chrUn_AADN03024564
ChrUn_7180000976064	unplaced-scaffold	na	na	AADN03024565.1	=	NW_003777361.1	Primary Assembly	1789	chrUn_AADN03024565
ChrUn_7180000974246	unplaced-scaffold	na	na	AADN03024566.1	=	NW_003775702.1	Primary Assembly	1337	chrUn_AADN03024566
ChrUn_7180000971701	unplaced-scaffold	na	na	AADN03024567.1	=	NW_003773475.1	Primary Assembly	1104	chrUn_AADN03024567
ChrUn_7180000963911	unplaced-scaffold	na	na	AADN03024568.1	=	NW_003767940.1	Primary Assembly	1120	chrUn_AADN03024568
ChrUn_7180000978587	unplaced-scaffold	na	na	AADN03024569.1	=	NW_003779429.1	Primary Assembly	1101	chrUn_AADN03024569
ChrUn_7180000967715	unplaced-scaffold	na	na	AADN03024570.1	=	NW_003771172.1	Primary Assembly	1051	chrUn_AADN03024570
ChrUn_7180000975591	unplaced-scaffold	na	na	AADN03024571.1	=	NW_003776914.1	Primary Assembly	1011	chrUn_AADN03024571
ChrUn_7180000975621	unplaced-scaffold	na	na	AADN03024572.1	=	NW_003776944.1	Primary Assembly	1237	chrUn_AADN03024572
ChrUn_7180000973287	unplaced-scaffold	na	na	AADN03024573.1	=	NW_003774856.1	Primary Assembly	2158	chrUn_AADN03024573
ChrUn_7180000967826	unplaced-scaffold	na	na	AADN03024574.1	=	NW_003771201.1	Primary Assembly	1021	chrUn_AADN03024574
ChrUn_7180000974230	unplaced-scaffold	na	na	AADN03024575.1	=	NW_003775687.1	Primary Assembly	1007	chrUn_AADN03024575
ChrUn_7180000977499	unplaced-scaffold	na	na	AADN03024576.1	=	NW_003778679.1	Primary Assembly	1088	chrUn_AADN03024576
ChrUn_7180000973724	unplaced-scaffold	na	na	AADN03024577.1	=	NW_003775233.1	Primary Assembly	1126	chrUn_AADN03024577
ChrUn_7180000964755	unplaced-scaffold	na	na	AADN03024578.1	=	NW_003768654.1	Primary Assembly	1010	chrUn_AADN03024578
ChrUn_7180000966986	unplaced-scaffold	na	na	AADN03024580.1	=	NW_003770573.1	Primary Assembly	1252	chrUn_AADN03024580
ChrUn_7180000970328	unplaced-scaffold	na	na	AADN03024581.1	=	NW_003772472.1	Primary Assembly	2497	chrUn_AADN03024581
ChrUn_7180000973246	unplaced-scaffold	na	na	AADN03024583.1	=	NW_003774817.1	Primary Assembly	587	chrUn_AADN03024583
ChrUn_7180000979955	unplaced-scaffold	na	na	AADN03024584.1	=	NW_003780214.1	Primary Assembly	1133	chrUn_AADN03024584
ChrUn_7180000979246	unplaced-scaffold	na	na	AADN03024585.1	=	NW_003779771.1	Primary Assembly	18786	chrUn_AADN03024585
ChrUn_7180000971093	unplaced-scaffold	na	na	AADN03024586.1	=	NW_003772964.1	Primary Assembly	1063	chrUn_AADN03024586
ChrUn_7180000962392	unplaced-scaffold	na	na	AADN03024587.1	=	NW_003766803.1	Primary Assembly	1046	chrUn_AADN03024587
ChrUn_7180000965430	unplaced-scaffold	na	na	AADN03024588.1	=	NW_003769232.1	Primary Assembly	1006	chrUn_AADN03024588
ChrUn_7180000973677	unplaced-scaffold	na	na	AADN03024589.1	=	NW_003775190.1	Primary Assembly	1048	chrUn_AADN03024589
ChrUn_7180000968923	unplaced-scaffold	na	na	AADN03024590.1	=	NW_003771927.1	Primary Assembly	1115	chrUn_AADN03024590
ChrUn_7180000966531	unplaced-scaffold	na	na	AADN03024591.1	=	NW_003770181.1	Primary Assembly	1266	chrUn_AADN03024591
ChrUn_7180000973863	unplaced-scaffold	na	na	AADN03024592.1	=	NW_003775353.1	Primary Assembly	1257	chrUn_AADN03024592
ChrUn_7180000975916	unplaced-scaffold	na	na	AADN03024593.1	=	NW_003777226.1	Primary Assembly	1282	chrUn_AADN03024593
ChrUn_7180000972626	unplaced-scaffold	na	na	AADN03024594.1	=	NW_003774271.1	Primary Assembly	1014	chrUn_AADN03024594
ChrUn_7180000965833	unplaced-scaffold	na	na	AADN03024597.1	=	NW_003769575.1	Primary Assembly	1193	chrUn_AADN03024597
ChrUn_7180000964244	unplaced-scaffold	na	na	AADN03024598.1	=	NW_003768225.1	Primary Assembly	1175	chrUn_AADN03024598
ChrUn_7180000976724	unplaced-scaffold	na	na	AADN03024600.1	=	NW_003777985.1	Primary Assembly	1002	chrUn_AADN03024600
ChrUn_7180000971926	unplaced-scaffold	na	na	AADN03024601.1	=	NW_003773661.1	Primary Assembly	1805	chrUn_AADN03024601
ChrUn_7180000965875	unplaced-scaffold	na	na	AADN03024602.1	=	NW_003769610.1	Primary Assembly	1137	chrUn_AADN03024602
ChrUn_7180000976432	unplaced-scaffold	na	na	AADN03024603.1	=	NW_003777711.1	Primary Assembly	1121	chrUn_AADN03024603
ChrUn_7180000972219	unplaced-scaffold	na	na	AADN03024604.1	=	NW_003773920.1	Primary Assembly	2398	chrUn_AADN03024604
ChrUn_7180000975454	unplaced-scaffold	na	na	AADN03024605.1	=	NW_003776789.1	Primary Assembly	1161	chrUn_AADN03024605
ChrUn_7180000977181	unplaced-scaffold	na	na	AADN03024606.1	=	NW_003778400.1	Primary Assembly	1547	chrUn_AADN03024606
ChrUn_7180000966694	unplaced-scaffold	na	na	AADN03024607.1	=	NW_003770318.1	Primary Assembly	1122	chrUn_AADN03024607
ChrUn_7180000964119	unplaced-scaffold	na	na	AADN03024608.1	=	NW_003768112.1	Primary Assembly	1019	chrUn_AADN03024608
ChrUn_7180000978148	unplaced-scaffold	na	na	AADN03024609.1	=	NW_003779168.1	Primary Assembly	1311	chrUn_AADN03024609
ChrUn_7180000978829	unplaced-scaffold	na	na	AADN03024610.1	=	NW_003779518.1	Primary Assembly	1071	chrUn_AADN03024610
ChrUn_7180000967697	unplaced-scaffold	na	na	AADN03024611.1	=	NW_003771154.1	Primary Assembly	1785	chrUn_AADN03024611
ChrUn_7180000964356	unplaced-scaffold	na	na	AADN03024613.1	=	NW_003768318.1	Primary Assembly	1313	chrUn_AADN03024613
ChrUn_7180000974553	unplaced-scaffold	na	na	AADN03024614.1	=	NW_003775982.1	Primary Assembly	1016	chrUn_AADN03024614
ChrUn_7180000966602	unplaced-scaffold	na	na	AADN03024618.1	=	NW_003770247.1	Primary Assembly	1086	chrUn_AADN03024618
ChrUn_7180000964057	unplaced-scaffold	na	na	AADN03024620.1	=	NW_003768059.1	Primary Assembly	1144	chrUn_AADN03024620
ChrUn_7180000975354	unplaced-scaffold	na	na	AADN03024621.1	=	NW_003776697.1	Primary Assembly	1225	chrUn_AADN03024621
ChrUn_7180000968665	unplaced-scaffold	na	na	AADN03024623.1	=	NW_003771806.1	Primary Assembly	1361	chrUn_AADN03024623
ChrUn_7180000976045	unplaced-scaffold	na	na	AADN03024624.1	=	NW_003777344.1	Primary Assembly	1374	chrUn_AADN03024624
ChrUn_7180000969021	unplaced-scaffold	na	na	AADN03024626.1	=	NW_003771983.1	Primary Assembly	1208	chrUn_AADN03024626
ChrUn_7180000978415	unplaced-scaffold	na	na	AADN03024627.1	=	NW_003779342.1	Primary Assembly	1309	chrUn_AADN03024627
ChrUn_7180000976260	unplaced-scaffold	na	na	AADN03024628.1	=	NW_003777548.1	Primary Assembly	2273	chrUn_AADN03024628
ChrUn_7180000973031	unplaced-scaffold	na	na	AADN03024629.1	=	NW_003774631.1	Primary Assembly	1032	chrUn_AADN03024629
ChrUn_7180000964543	unplaced-scaffold	na	na	AADN03024630.1	=	NW_003768473.1	Primary Assembly	1017	chrUn_AADN03024630
ChrUn_7180000967309	unplaced-scaffold	na	na	AADN03024631.1	=	NW_003770860.1	Primary Assembly	1251	chrUn_AADN03024631
ChrUn_7180000962865	unplaced-scaffold	na	na	AADN03024632.1	=	NW_003767145.1	Primary Assembly	1230	chrUn_AADN03024632
ChrUn_7180000967083	unplaced-scaffold	na	na	AADN03024633.1	=	NW_003770656.1	Primary Assembly	1114	chrUn_AADN03024633
ChrUn_7180000970885	unplaced-scaffold	na	na	AADN03024635.1	=	NW_003772797.1	Primary Assembly	1644	chrUn_AADN03024635
ChrUn_7180000976632	unplaced-scaffold	na	na	AADN03024636.1	=	NW_003777900.1	Primary Assembly	1735	chrUn_AADN03024636
