# Assembly name:  Gallus_gallus-5.0
# Organism name:  Gallus gallus (chicken)
# Infraspecific name:  breed=Red Jungle fowl, inbred line UCD001
# Isolate:  RJF #256
# Sex:  female
# Taxid:          9031
# BioSample:      SAMN02981218
# BioProject:     PRJNA10808
# Submitter:      International Chicken Genome Consortium
# Date:           2015-12-16
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AADN04
# Assembly method: MHAP/PBcR v. 8.2beta
# Genome coverage: 70x
# Sequencing technology: Sanger; 454; Illumina; PacBio
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000002315.3
# RefSeq assembly accession: GCF_000002315.4
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000000185.3	GCF_000000185.3	Primary Assembly
## 	GCF_000184395.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
chrUn_Scaffold14817	unplaced-scaffold	na	na	AADN04013953.1	=	NT_472645.1	Primary Assembly	6360	na
chrUn_Scaffold14820	unplaced-scaffold	na	na	AADN04013955.1	=	NT_472646.1	Primary Assembly	6356	na
chrUn_Scaffold14823	unplaced-scaffold	na	na	AADN04013958.1	=	NT_472647.1	Primary Assembly	6362	na
chrUn_Scaffold14824	unplaced-scaffold	na	na	AADN04013959.1	=	NT_472648.1	Primary Assembly	6354	na
chrUn_Scaffold14825	unplaced-scaffold	na	na	AADN04013960.1	=	NT_472649.1	Primary Assembly	6356	na
chrUn_Scaffold14827	unplaced-scaffold	na	na	AADN04013962.1	=	NT_472650.1	Primary Assembly	6355	na
chrUn_Scaffold14828	unplaced-scaffold	na	na	AADN04013963.1	=	NT_472651.1	Primary Assembly	6355	na
chrUn_Scaffold14833	unplaced-scaffold	na	na	AADN04013967.1	=	NT_472652.1	Primary Assembly	6347	na
chrUn_Scaffold14834	unplaced-scaffold	na	na	AADN04013968.1	=	NT_472653.1	Primary Assembly	6347	na
chrUn_Scaffold14835	unplaced-scaffold	na	na	AADN04013969.1	=	NT_472654.1	Primary Assembly	6360	na
chrUn_Scaffold14836	unplaced-scaffold	na	na	AADN04013970.1	=	NT_472655.1	Primary Assembly	6345	na
chrUn_Scaffold14840	unplaced-scaffold	na	na	AADN04013973.1	=	NT_472656.1	Primary Assembly	6343	na
chrUn_Scaffold14841	unplaced-scaffold	na	na	AADN04013974.1	=	NT_472657.1	Primary Assembly	6341	na
chrUn_Scaffold14843	unplaced-scaffold	na	na	AADN04013976.1	=	NT_472658.1	Primary Assembly	6339	na
chrUn_Scaffold14845	unplaced-scaffold	na	na	AADN04013978.1	=	NT_472659.1	Primary Assembly	6339	na
chrUn_Scaffold14846	unplaced-scaffold	na	na	AADN04013979.1	=	NT_472660.1	Primary Assembly	6338	na
chrUn_Scaffold14848	unplaced-scaffold	na	na	AADN04013981.1	=	NT_472661.1	Primary Assembly	6338	na
chrUn_Scaffold14850	unplaced-scaffold	na	na	AADN04013983.1	=	NT_472662.1	Primary Assembly	6334	na
chrUn_Scaffold14851	unplaced-scaffold	na	na	AADN04013984.1	=	NT_472663.1	Primary Assembly	6338	na
chrUn_Scaffold14852	unplaced-scaffold	na	na	AADN04013985.1	=	NT_472664.1	Primary Assembly	6344	na
chrUn_Scaffold14853	unplaced-scaffold	na	na	AADN04013986.1	=	NT_472665.1	Primary Assembly	6337	na
chrUn_Scaffold14854	unplaced-scaffold	na	na	AADN04013987.1	=	NT_472666.1	Primary Assembly	6336	na
chrUn_Scaffold14858	unplaced-scaffold	na	na	AADN04013993.1	=	NT_472668.1	Primary Assembly	6334	na
chrUn_Scaffold14859	unplaced-scaffold	na	na	AADN04013994.1	=	NT_472669.1	Primary Assembly	6334	na
chrUn_Scaffold14861	unplaced-scaffold	na	na	AADN04013996.1	=	NT_472670.1	Primary Assembly	6335	na
chrUn_Scaffold14863	unplaced-scaffold	na	na	AADN04013998.1	=	NT_472671.1	Primary Assembly	6332	na
chrUn_Scaffold14870	unplaced-scaffold	na	na	AADN04014005.1	=	NT_472672.1	Primary Assembly	6338	na
chrUn_Scaffold14871	unplaced-scaffold	na	na	AADN04014006.1	=	NT_472673.1	Primary Assembly	6329	na
chrUn_Scaffold14872	unplaced-scaffold	na	na	AADN04014007.1	=	NT_472674.1	Primary Assembly	6329	na
chrUn_Scaffold14874	unplaced-scaffold	na	na	AADN04014009.1	=	NT_472675.1	Primary Assembly	6328	na
chrUn_Scaffold14876	unplaced-scaffold	na	na	AADN04014011.1	=	NT_472676.1	Primary Assembly	6332	na
chrUn_Scaffold14880	unplaced-scaffold	na	na	AADN04014015.1	=	NT_472677.1	Primary Assembly	6324	na
chrUn_Scaffold14881	unplaced-scaffold	na	na	AADN04014016.1	=	NT_472678.1	Primary Assembly	6324	na
chrUn_Scaffold14882	unplaced-scaffold	na	na	AADN04014017.1	=	NT_472679.1	Primary Assembly	6323	na
chrUn_Scaffold14883	unplaced-scaffold	na	na	AADN04014018.1	=	NT_472680.1	Primary Assembly	6324	na
chrUn_Scaffold14887	unplaced-scaffold	na	na	AADN04014022.1	=	NT_472681.1	Primary Assembly	6323	na
chrUn_Scaffold14889	unplaced-scaffold	na	na	AADN04014024.1	=	NT_472682.1	Primary Assembly	6323	na
chrUn_Scaffold14890	unplaced-scaffold	na	na	AADN04014025.1	=	NT_472683.1	Primary Assembly	6319	na
chrUn_Scaffold14892	unplaced-scaffold	na	na	AADN04014027.1	=	NT_472684.1	Primary Assembly	6318	na
chrUn_Scaffold14894	unplaced-scaffold	na	na	AADN04014029.1	=	NT_472685.1	Primary Assembly	6315	na
chrUn_Scaffold14895	unplaced-scaffold	na	na	AADN04014030.1	=	NT_472686.1	Primary Assembly	6315	na
chrUn_Scaffold14896	unplaced-scaffold	na	na	AADN04014031.1	=	NT_472687.1	Primary Assembly	6312	na
chrUn_Scaffold14897	unplaced-scaffold	na	na	AADN04014032.1	=	NT_472688.1	Primary Assembly	6319	na
chrUn_Scaffold14902	unplaced-scaffold	na	na	AADN04014037.1	=	NT_472689.1	Primary Assembly	6312	na
chrUn_Scaffold14905	unplaced-scaffold	na	na	AADN04014040.1	=	NT_472690.1	Primary Assembly	6310	na
chrUn_Scaffold14910	unplaced-scaffold	na	na	AADN04014045.1	=	NT_472691.1	Primary Assembly	6304	na
chrUn_Scaffold14911	unplaced-scaffold	na	na	AADN04014046.1	=	NT_472692.1	Primary Assembly	6316	na
chrUn_Scaffold14914	unplaced-scaffold	na	na	AADN04014049.1	=	NT_472693.1	Primary Assembly	6304	na
chrUn_Scaffold14915	unplaced-scaffold	na	na	AADN04014050.1	=	NT_472694.1	Primary Assembly	6304	na
chrUn_Scaffold14919	unplaced-scaffold	na	na	AADN04014054.1	=	NT_472696.1	Primary Assembly	6303	na
chrUn_Scaffold14922	unplaced-scaffold	na	na	AADN04014057.1	=	NT_472697.1	Primary Assembly	6319	na
chrUn_Scaffold14923	unplaced-scaffold	na	na	AADN04014058.1	=	NT_472698.1	Primary Assembly	6289	na
chrUn_Scaffold14926	unplaced-scaffold	na	na	AADN04014061.1	=	NT_472699.1	Primary Assembly	6301	na
chrUn_Scaffold14927	unplaced-scaffold	na	na	AADN04014062.1	=	NT_472700.1	Primary Assembly	6298	na
chrUn_Scaffold14928	unplaced-scaffold	na	na	AADN04014063.1	=	NT_472701.1	Primary Assembly	6299	na
chrUn_Scaffold14931	unplaced-scaffold	na	na	AADN04014066.1	=	NT_472702.1	Primary Assembly	6296	na
chrUn_Scaffold14936	unplaced-scaffold	na	na	AADN04014071.1	=	NT_472703.1	Primary Assembly	6294	na
chrUn_Scaffold14938	unplaced-scaffold	na	na	AADN04014073.1	=	NT_472704.1	Primary Assembly	6295	na
chrUn_Scaffold14940	unplaced-scaffold	na	na	AADN04014075.1	=	NT_472705.1	Primary Assembly	6290	na
chrUn_Scaffold14941	unplaced-scaffold	na	na	AADN04014076.1	=	NT_472706.1	Primary Assembly	6289	na
chrUn_Scaffold14942	unplaced-scaffold	na	na	AADN04014077.1	=	NT_472707.1	Primary Assembly	6289	na
chrUn_Scaffold14945	unplaced-scaffold	na	na	AADN04014080.1	=	NT_472708.1	Primary Assembly	6287	na
chrUn_Scaffold14949	unplaced-scaffold	na	na	AADN04014085.1	=	NT_472710.1	Primary Assembly	6288	na
chrUn_Scaffold14951	unplaced-scaffold	na	na	AADN04014087.1	=	NT_472711.1	Primary Assembly	6287	na
chrUn_Scaffold14953	unplaced-scaffold	na	na	AADN04014089.1	=	NT_472712.1	Primary Assembly	6286	na
chrUn_Scaffold14958	unplaced-scaffold	na	na	AADN04014094.1	=	NT_472713.1	Primary Assembly	6283	na
chrUn_Scaffold14959	unplaced-scaffold	na	na	AADN04014095.1	=	NT_472714.1	Primary Assembly	6285	na
chrUn_Scaffold14960	unplaced-scaffold	na	na	AADN04014096.1	=	NT_472715.1	Primary Assembly	6284	na
chrUn_Scaffold14961	unplaced-scaffold	na	na	AADN04014097.1	=	NT_472716.1	Primary Assembly	6282	na
chrUn_Scaffold14962	unplaced-scaffold	na	na	AADN04014098.1	=	NT_472717.1	Primary Assembly	6282	na
chrUn_Scaffold14963	unplaced-scaffold	na	na	AADN04014099.1	=	NT_472718.1	Primary Assembly	6287	na
chrUn_Scaffold14966	unplaced-scaffold	na	na	AADN04014102.1	=	NT_472719.1	Primary Assembly	6282	na
chrUn_Scaffold14967	unplaced-scaffold	na	na	AADN04014103.1	=	NT_472720.1	Primary Assembly	6280	na
chrUn_Scaffold14968	unplaced-scaffold	na	na	AADN04014104.1	=	NT_472721.1	Primary Assembly	6280	na
chrUn_Scaffold14969	unplaced-scaffold	na	na	AADN04014105.1	=	NT_472722.1	Primary Assembly	6280	na
chrUn_Scaffold14970	unplaced-scaffold	na	na	AADN04014106.1	=	NT_472723.1	Primary Assembly	6282	na
chrUn_Scaffold14972	unplaced-scaffold	na	na	AADN04014108.1	=	NT_472724.1	Primary Assembly	6280	na
chrUn_Scaffold14973	unplaced-scaffold	na	na	AADN04014109.1	=	NT_472725.1	Primary Assembly	6278	na
chrUn_Scaffold14974	unplaced-scaffold	na	na	AADN04014110.1	=	NT_472726.1	Primary Assembly	6288	na
chrUn_Scaffold14977	unplaced-scaffold	na	na	AADN04014113.1	=	NT_472727.1	Primary Assembly	6276	na
chrUn_Scaffold14978	unplaced-scaffold	na	na	AADN04014114.1	=	NT_472728.1	Primary Assembly	6276	na
chrUn_Scaffold14979	unplaced-scaffold	na	na	AADN04014115.1	=	NT_472729.1	Primary Assembly	6275	na
chrUn_Scaffold14981	unplaced-scaffold	na	na	AADN04014117.1	=	NT_472730.1	Primary Assembly	6278	na
chrUn_Scaffold14982	unplaced-scaffold	na	na	AADN04014118.1	=	NT_472731.1	Primary Assembly	6269	na
chrUn_Scaffold14984	unplaced-scaffold	na	na	AADN04014120.1	=	NT_472732.1	Primary Assembly	6271	na
chrUn_Scaffold14985	unplaced-scaffold	na	na	AADN04014121.1	=	NT_472733.1	Primary Assembly	6272	na
chrUn_Scaffold14987	unplaced-scaffold	na	na	AADN04014123.1	=	NT_472734.1	Primary Assembly	6269	na
chrUn_Scaffold14988	unplaced-scaffold	na	na	AADN04014124.1	=	NT_472735.1	Primary Assembly	6270	na
chrUn_Scaffold14989	unplaced-scaffold	na	na	AADN04014125.1	=	NT_472736.1	Primary Assembly	6270	na
chrUn_Scaffold14991	unplaced-scaffold	na	na	AADN04014127.1	=	NT_472737.1	Primary Assembly	6269	na
chrUn_Scaffold14993	unplaced-scaffold	na	na	AADN04014129.1	=	NT_472738.1	Primary Assembly	6267	na
chrUn_Scaffold14994	unplaced-scaffold	na	na	AADN04014130.1	=	NT_472739.1	Primary Assembly	6266	na
chrUn_Scaffold14995	unplaced-scaffold	na	na	AADN04014131.1	=	NT_472740.1	Primary Assembly	6273	na
chrUn_Scaffold14997	unplaced-scaffold	na	na	AADN04014133.1	=	NT_472741.1	Primary Assembly	6265	na
chrUn_Scaffold14998	unplaced-scaffold	na	na	AADN04014134.1	=	NT_472742.1	Primary Assembly	6264	na
chrUn_Scaffold15003	unplaced-scaffold	na	na	AADN04014139.1	=	NT_472743.1	Primary Assembly	6262	na
chrUn_Scaffold15004	unplaced-scaffold	na	na	AADN04014140.1	=	NT_472744.1	Primary Assembly	6261	na
chrUn_Scaffold15006	unplaced-scaffold	na	na	AADN04014141.1	=	NT_472745.1	Primary Assembly	6263	na
chrUn_Scaffold15007	unplaced-scaffold	na	na	AADN04014142.1	=	NT_472746.1	Primary Assembly	6264	na
chrUn_Scaffold15008	unplaced-scaffold	na	na	AADN04014143.1	=	NT_472747.1	Primary Assembly	6260	na
chrUn_Scaffold15009	unplaced-scaffold	na	na	AADN04014144.1	=	NT_472748.1	Primary Assembly	6259	na
chrUn_Scaffold15012	unplaced-scaffold	na	na	AADN04014147.1	=	NT_472749.1	Primary Assembly	6249	na
chrUn_Scaffold15013	unplaced-scaffold	na	na	AADN04014148.1	=	NT_472750.1	Primary Assembly	6257	na
chrUn_Scaffold15014	unplaced-scaffold	na	na	AADN04014149.1	=	NT_472751.1	Primary Assembly	6256	na
chrUn_Scaffold15015	unplaced-scaffold	na	na	AADN04014150.1	=	NT_472752.1	Primary Assembly	6255	na
chrUn_Scaffold15016	unplaced-scaffold	na	na	AADN04014151.1	=	NT_472753.1	Primary Assembly	6338	na
chrUn_Scaffold15017	unplaced-scaffold	na	na	AADN04014152.1	=	NT_472754.1	Primary Assembly	6267	na
chrUn_Scaffold15021	unplaced-scaffold	na	na	AADN04014155.1	=	NT_472755.1	Primary Assembly	6250	na
chrUn_Scaffold15023	unplaced-scaffold	na	na	AADN04014157.1	=	NT_472756.1	Primary Assembly	6249	na
chrUn_Scaffold15025	unplaced-scaffold	na	na	AADN04014159.1	=	NT_472757.1	Primary Assembly	6249	na
chrUn_Scaffold15027	unplaced-scaffold	na	na	AADN04014161.1	=	NT_472758.1	Primary Assembly	6247	na
chrUn_Scaffold15028	unplaced-scaffold	na	na	AADN04014162.1	=	NT_472759.1	Primary Assembly	6246	na
chrUn_Scaffold15034	unplaced-scaffold	na	na	AADN04014167.1	=	NT_472760.1	Primary Assembly	6243	na
chrUn_Scaffold15035	unplaced-scaffold	na	na	AADN04014168.1	=	NT_472761.1	Primary Assembly	6253	na
chrUn_Scaffold15036	unplaced-scaffold	na	na	AADN04014169.1	=	NT_472762.1	Primary Assembly	6242	na
chrUn_Scaffold15037	unplaced-scaffold	na	na	AADN04014170.1	=	NT_472763.1	Primary Assembly	6241	na
chrUn_Scaffold15039	unplaced-scaffold	na	na	AADN04014172.1	=	NT_472764.1	Primary Assembly	6240	na
chrUn_Scaffold15040	unplaced-scaffold	na	na	AADN04014173.1	=	NT_472765.1	Primary Assembly	6238	na
chrUn_Scaffold15041	unplaced-scaffold	na	na	AADN04014174.1	=	NT_472766.1	Primary Assembly	6238	na
chrUn_Scaffold15042	unplaced-scaffold	na	na	AADN04014175.1	=	NT_472767.1	Primary Assembly	6237	na
chrUn_Scaffold15043	unplaced-scaffold	na	na	AADN04014176.1	=	NT_472768.1	Primary Assembly	6237	na
chrUn_Scaffold15044	unplaced-scaffold	na	na	AADN04014177.1	=	NT_472769.1	Primary Assembly	6236	na
chrUn_Scaffold15046	unplaced-scaffold	na	na	AADN04014179.1	=	NT_472770.1	Primary Assembly	6236	na
chrUn_Scaffold15048	unplaced-scaffold	na	na	AADN04014181.1	=	NT_472771.1	Primary Assembly	6233	na
chrUn_Scaffold15052	unplaced-scaffold	na	na	AADN04014185.1	=	NT_472772.1	Primary Assembly	6227	na
chrUn_Scaffold15053	unplaced-scaffold	na	na	AADN04014186.1	=	NT_472773.1	Primary Assembly	6229	na
chrUn_Scaffold15055	unplaced-scaffold	na	na	AADN04014188.1	=	NT_472774.1	Primary Assembly	6228	na
chrUn_Scaffold15056	unplaced-scaffold	na	na	AADN04014189.1	=	NT_472775.1	Primary Assembly	6228	na
chrUn_Scaffold15057	unplaced-scaffold	na	na	AADN04014190.1	=	NT_472776.1	Primary Assembly	6228	na
chrUn_Scaffold15058	unplaced-scaffold	na	na	AADN04014191.1	=	NT_472777.1	Primary Assembly	6228	na
chrUn_Scaffold15059	unplaced-scaffold	na	na	AADN04014192.1	=	NT_472778.1	Primary Assembly	6233	na
chrUn_Scaffold15061	unplaced-scaffold	na	na	AADN04014194.1	=	NT_472779.1	Primary Assembly	6225	na
chrUn_Scaffold15063	unplaced-scaffold	na	na	AADN04014196.1	=	NT_472780.1	Primary Assembly	6226	na
chrUn_Scaffold15064	unplaced-scaffold	na	na	AADN04014197.1	=	NT_472781.1	Primary Assembly	6223	na
chrUn_Scaffold15066	unplaced-scaffold	na	na	AADN04014199.1	=	NT_472782.1	Primary Assembly	6224	na
chrUn_Scaffold15067	unplaced-scaffold	na	na	AADN04014200.1	=	NT_472783.1	Primary Assembly	6228	na
chrUn_Scaffold15068	unplaced-scaffold	na	na	AADN04014201.1	=	NT_472784.1	Primary Assembly	6225	na
chrUn_Scaffold15071	unplaced-scaffold	na	na	AADN04014204.1	=	NT_472785.1	Primary Assembly	6223	na
chrUn_Scaffold15073	unplaced-scaffold	na	na	AADN04014206.1	=	NT_472786.1	Primary Assembly	6222	na
chrUn_Scaffold15074	unplaced-scaffold	na	na	AADN04014207.1	=	NT_472787.1	Primary Assembly	6223	na
chrUn_Scaffold15075	unplaced-scaffold	na	na	AADN04014208.1	=	NT_472788.1	Primary Assembly	6221	na
chrUn_Scaffold15080	unplaced-scaffold	na	na	AADN04014213.1	=	NT_472789.1	Primary Assembly	6219	na
chrUn_Scaffold15082	unplaced-scaffold	na	na	AADN04014215.1	=	NT_472790.1	Primary Assembly	6219	na
chrUn_Scaffold15083	unplaced-scaffold	na	na	AADN04014216.1	=	NT_472791.1	Primary Assembly	6218	na
chrUn_Scaffold15084	unplaced-scaffold	na	na	AADN04014217.1	=	NT_472792.1	Primary Assembly	6218	na
chrUn_Scaffold15085	unplaced-scaffold	na	na	AADN04014218.1	=	NT_472793.1	Primary Assembly	6215	na
chrUn_Scaffold15087	unplaced-scaffold	na	na	AADN04014220.1	=	NT_472794.1	Primary Assembly	6217	na
chrUn_Scaffold15088	unplaced-scaffold	na	na	AADN04014221.1	=	NT_472795.1	Primary Assembly	6216	na
chrUn_Scaffold15089	unplaced-scaffold	na	na	AADN04014222.1	=	NT_472796.1	Primary Assembly	6215	na
chrUn_Scaffold15090	unplaced-scaffold	na	na	AADN04014223.1	=	NT_472797.1	Primary Assembly	6216	na
chrUn_Scaffold15091	unplaced-scaffold	na	na	AADN04014224.1	=	NT_472798.1	Primary Assembly	6217	na
chrUn_Scaffold15092	unplaced-scaffold	na	na	AADN04014225.1	=	NT_472799.1	Primary Assembly	6214	na
chrUn_Scaffold15093	unplaced-scaffold	na	na	AADN04014226.1	=	NT_472800.1	Primary Assembly	6243	na
chrUn_Scaffold15095	unplaced-scaffold	na	na	AADN04014228.1	=	NT_472801.1	Primary Assembly	6211	na
chrUn_Scaffold15096	unplaced-scaffold	na	na	AADN04014229.1	=	NT_472802.1	Primary Assembly	6212	na
chrUn_Scaffold15099	unplaced-scaffold	na	na	AADN04014232.1	=	NT_472803.1	Primary Assembly	6212	na
chrUn_Scaffold15100	unplaced-scaffold	na	na	AADN04014233.1	=	NT_472804.1	Primary Assembly	6211	na
chrUn_Scaffold15101	unplaced-scaffold	na	na	AADN04014234.1	=	NT_472805.1	Primary Assembly	6211	na
chrUn_Scaffold15105	unplaced-scaffold	na	na	AADN04014237.1	=	NT_472806.1	Primary Assembly	6210	na
chrUn_Scaffold15106	unplaced-scaffold	na	na	AADN04014238.1	=	NT_472807.1	Primary Assembly	6215	na
chrUn_Scaffold15108	unplaced-scaffold	na	na	AADN04014240.1	=	NT_472808.1	Primary Assembly	6219	na
chrUn_Scaffold15110	unplaced-scaffold	na	na	AADN04014242.1	=	NT_472809.1	Primary Assembly	6208	na
chrUn_Scaffold15113	unplaced-scaffold	na	na	AADN04014245.1	=	NT_472810.1	Primary Assembly	6209	na
chrUn_Scaffold15114	unplaced-scaffold	na	na	AADN04014246.1	=	NT_472811.1	Primary Assembly	6206	na
chrUn_Scaffold15115	unplaced-scaffold	na	na	AADN04014247.1	=	NT_472812.1	Primary Assembly	6205	na
chrUn_Scaffold15118	unplaced-scaffold	na	na	AADN04014250.1	=	NT_472813.1	Primary Assembly	6204	na
chrUn_Scaffold15119	unplaced-scaffold	na	na	AADN04014251.1	=	NT_472814.1	Primary Assembly	6203	na
chrUn_Scaffold15121	unplaced-scaffold	na	na	AADN04014252.1	=	NT_472815.1	Primary Assembly	6201	na
chrUn_Scaffold15122	unplaced-scaffold	na	na	AADN04014253.1	=	NT_472816.1	Primary Assembly	6201	na
chrUn_Scaffold15123	unplaced-scaffold	na	na	AADN04014254.1	=	NT_472817.1	Primary Assembly	6201	na
chrUn_Scaffold15124	unplaced-scaffold	na	na	AADN04014255.1	=	NT_472818.1	Primary Assembly	6206	na
chrUn_Scaffold15125	unplaced-scaffold	na	na	AADN04014256.1	=	NT_472819.1	Primary Assembly	6199	na
chrUn_Scaffold15126	unplaced-scaffold	na	na	AADN04014257.1	=	NT_472820.1	Primary Assembly	6199	na
chrUn_Scaffold15129	unplaced-scaffold	na	na	AADN04014260.1	=	NT_472821.1	Primary Assembly	6196	na
chrUn_Scaffold15132	unplaced-scaffold	na	na	AADN04014263.1	=	NT_472822.1	Primary Assembly	6208	na
chrUn_Scaffold15134	unplaced-scaffold	na	na	AADN04014265.1	=	NT_472823.1	Primary Assembly	6196	na
chrUn_Scaffold15135	unplaced-scaffold	na	na	AADN04014266.1	=	NT_472824.1	Primary Assembly	6192	na
chrUn_Scaffold15136	unplaced-scaffold	na	na	AADN04014267.1	=	NT_472825.1	Primary Assembly	6195	na
chrUn_Scaffold15137	unplaced-scaffold	na	na	AADN04014268.1	=	NT_472826.1	Primary Assembly	6194	na
chrUn_Scaffold15138	unplaced-scaffold	na	na	AADN04014269.1	=	NT_472827.1	Primary Assembly	6193	na
chrUn_Scaffold15139	unplaced-scaffold	na	na	AADN04014270.1	=	NT_472828.1	Primary Assembly	6193	na
chrUn_Scaffold15140	unplaced-scaffold	na	na	AADN04014271.1	=	NT_472829.1	Primary Assembly	6192	na
chrUn_Scaffold15142	unplaced-scaffold	na	na	AADN04014273.1	=	NT_472830.1	Primary Assembly	6191	na
chrUn_Scaffold15143	unplaced-scaffold	na	na	AADN04014274.1	=	NT_472831.1	Primary Assembly	6191	na
chrUn_Scaffold15144	unplaced-scaffold	na	na	AADN04014275.1	=	NT_472832.1	Primary Assembly	6191	na
chrUn_Scaffold15146	unplaced-scaffold	na	na	AADN04014277.1	=	NT_472833.1	Primary Assembly	6223	na
chrUn_Scaffold15149	unplaced-scaffold	na	na	AADN04014280.1	=	NT_472834.1	Primary Assembly	6188	na
chrUn_Scaffold15150	unplaced-scaffold	na	na	AADN04014281.1	=	NT_472835.1	Primary Assembly	6188	na
chrUn_Scaffold15154	unplaced-scaffold	na	na	AADN04014285.1	=	NT_472836.1	Primary Assembly	6187	na
chrUn_Scaffold15156	unplaced-scaffold	na	na	AADN04014287.1	=	NT_472837.1	Primary Assembly	6191	na
chrUn_Scaffold15158	unplaced-scaffold	na	na	AADN04014289.1	=	NT_472838.1	Primary Assembly	6185	na
chrUn_Scaffold15160	unplaced-scaffold	na	na	AADN04014291.1	=	NT_472839.1	Primary Assembly	6195	na
chrUn_Scaffold15161	unplaced-scaffold	na	na	AADN04014292.1	=	NT_472840.1	Primary Assembly	6182	na
chrUn_Scaffold15162	unplaced-scaffold	na	na	AADN04014293.1	=	NT_472841.1	Primary Assembly	6209	na
chrUn_Scaffold15163	unplaced-scaffold	na	na	AADN04014294.1	=	NT_472842.1	Primary Assembly	6182	na
chrUn_Scaffold15164	unplaced-scaffold	na	na	AADN04014295.1	=	NT_472843.1	Primary Assembly	6180	na
chrUn_Scaffold15165	unplaced-scaffold	na	na	AADN04014296.1	=	NT_472844.1	Primary Assembly	6192	na
chrUn_Scaffold15166	unplaced-scaffold	na	na	AADN04014297.1	=	NT_472845.1	Primary Assembly	6180	na
chrUn_Scaffold15167	unplaced-scaffold	na	na	AADN04014298.1	=	NT_472846.1	Primary Assembly	1947	na
chrUn_Scaffold15168	unplaced-scaffold	na	na	AADN04014299.1	=	NT_472847.1	Primary Assembly	6181	na
chrUn_Scaffold15169	unplaced-scaffold	na	na	AADN04014300.1	=	NT_472848.1	Primary Assembly	6178	na
chrUn_Scaffold15170	unplaced-scaffold	na	na	AADN04014301.1	=	NT_472849.1	Primary Assembly	6176	na
chrUn_Scaffold15171	unplaced-scaffold	na	na	AADN04014302.1	=	NT_472850.1	Primary Assembly	6174	na
chrUn_Scaffold15174	unplaced-scaffold	na	na	AADN04014305.1	=	NT_472851.1	Primary Assembly	6170	na
chrUn_Scaffold15175	unplaced-scaffold	na	na	AADN04014306.1	=	NT_472852.1	Primary Assembly	6169	na
chrUn_Scaffold15177	unplaced-scaffold	na	na	AADN04014308.1	=	NT_472853.1	Primary Assembly	6166	na
chrUn_Scaffold15178	unplaced-scaffold	na	na	AADN04014309.1	=	NT_472854.1	Primary Assembly	6163	na
chrUn_Scaffold15179	unplaced-scaffold	na	na	AADN04014310.1	=	NT_472855.1	Primary Assembly	6163	na
chrUn_Scaffold15182	unplaced-scaffold	na	na	AADN04014313.1	=	NT_472856.1	Primary Assembly	6159	na
chrUn_Scaffold15185	unplaced-scaffold	na	na	AADN04014315.1	=	NT_472857.1	Primary Assembly	6158	na
chrUn_Scaffold15188	unplaced-scaffold	na	na	AADN04014318.1	=	NT_472858.1	Primary Assembly	6154	na
chrUn_Scaffold15191	unplaced-scaffold	na	na	AADN04014320.1	=	NT_472859.1	Primary Assembly	6155	na
chrUn_Scaffold15192	unplaced-scaffold	na	na	AADN04014321.1	=	NT_472860.1	Primary Assembly	6153	na
chrUn_Scaffold15194	unplaced-scaffold	na	na	AADN04014323.1	=	NT_472861.1	Primary Assembly	6154	na
chrUn_Scaffold15195	unplaced-scaffold	na	na	AADN04014324.1	=	NT_472862.1	Primary Assembly	6154	na
chrUn_Scaffold15196	unplaced-scaffold	na	na	AADN04014325.1	=	NT_472863.1	Primary Assembly	6154	na
chrUn_Scaffold15197	unplaced-scaffold	na	na	AADN04014326.1	=	NT_472864.1	Primary Assembly	6153	na
chrUn_Scaffold15201	unplaced-scaffold	na	na	AADN04014330.1	=	NT_472865.1	Primary Assembly	6152	na
chrUn_Scaffold15202	unplaced-scaffold	na	na	AADN04014331.1	=	NT_472866.1	Primary Assembly	6151	na
chrUn_Scaffold15203	unplaced-scaffold	na	na	AADN04014332.1	=	NT_472867.1	Primary Assembly	6150	na
chrUn_Scaffold15205	unplaced-scaffold	na	na	AADN04014334.1	=	NT_472868.1	Primary Assembly	6152	na
chrUn_Scaffold15208	unplaced-scaffold	na	na	AADN04014337.1	=	NT_472869.1	Primary Assembly	6148	na
chrUn_Scaffold15210	unplaced-scaffold	na	na	AADN04014339.1	=	NT_472870.1	Primary Assembly	6146	na
chrUn_Scaffold15211	unplaced-scaffold	na	na	AADN04014340.1	=	NT_472871.1	Primary Assembly	6145	na
chrUn_Scaffold15212	unplaced-scaffold	na	na	AADN04014341.1	=	NT_472872.1	Primary Assembly	6144	na
chrUn_Scaffold15215	unplaced-scaffold	na	na	AADN04014345.1	=	NT_472874.1	Primary Assembly	6144	na
